ROWNUM,X,Y,FEEDER
23.7603120.4021,23.7603,120.4021,23.7603120.4021
23.8142120.5552,23.8142,120.5552,23.8142120.5552
23.8253120.6237,23.8253,120.6237,23.8253120.6237
23.8219120.676,23.8219,120.676,23.8219120.676
23.7702120.2738,23.7702,120.2738,23.7702120.2738
23.7697120.2636,23.7697,120.2636,23.7697120.2636
23.8121120.4116,23.8121,120.4116,23.8121120.4116
23.8205120.5934,23.8205,120.5934,23.8205120.5934
23.858120.6104,23.858,120.6104,23.858120.6104
23.8083120.4312,23.8083,120.4312,23.8083120.4312
23.6902119.9949,23.6902,119.9949,23.6902119.9949
23.7917120.3122,23.7917,120.3122,23.7917120.3122
23.795120.4467,23.795,120.4467,23.795120.4467
23.8425120.0933,23.8425,120.0933,23.8425120.0933
23.8684120.7747,23.8684,120.7747,23.8684120.7747
23.8565120.7494,23.8565,120.7494,23.8565120.7494
23.8258120.7054,23.8258,120.7054,23.8258120.7054
23.8453120.749,23.8453,120.749,23.8453120.749
23.851120.7356,23.851,120.7356,23.851120.7356
23.8612120.777,23.8612,120.777,23.8612120.777
23.8675120.7664,23.8675,120.7664,23.8675120.7664
23.8532120.7436,23.8532,120.7436,23.8532120.7436
23.9214121.1774,23.9214,121.1774,23.9214121.1774
23.9168121.176,23.9168,121.176,23.9168121.176
23.8405120.7083,23.8405,120.7083,23.8405120.7083
23.8419120.7728,23.8419,120.7728,23.8419120.7728
23.8554120.7712,23.8554,120.7712,23.8554120.7712
23.8562120.774,23.8562,120.774,23.8562120.774
23.8564120.774,23.8564,120.774,23.8564120.774
23.863120.7826,23.863,120.7826,23.863120.7826
23.8511120.7819,23.8511,120.7819,23.8511120.7819
23.8586120.7796,23.8586,120.7796,23.8586120.7796
23.8185120.5025,23.8185,120.5025,23.8185120.5025
23.677119.1376,23.677,119.1376,23.677119.1376
23.8367120.7486,23.8367,120.7486,23.8367120.7486
23.8594120.7687,23.8594,120.7687,23.8594120.7687
23.7894120.4661,23.7894,120.4661,23.7894120.4661
23.8185120.5105,23.8185,120.5105,23.8185120.5105
23.7174119.857,23.7174,119.857,23.7174119.857
23.8285120.6305,23.8285,120.6305,23.8285120.6305
23.7513119.9416,23.7513,119.9416,23.7513119.9416
23.7257120.0542,23.7257,120.0542,23.7257120.0542
23.6761120.1083,23.6761,120.1083,23.6761120.1083
23.8158120.6362,23.8158,120.6362,23.8158120.6362
23.8257120.6065,23.8257,120.6065,23.8257120.6065
23.8163120.6362,23.8163,120.6362,23.8163120.6362
23.8279120.7643,23.8279,120.7643,23.8279120.7643
23.8421120.7515,23.8421,120.7515,23.8421120.7515
23.8575120.7768,23.8575,120.7768,23.8575120.7768
23.8612120.7715,23.8612,120.7715,23.8612120.7715
23.8031120.5376,23.8031,120.5376,23.8031120.5376
23.7988120.4407,23.7988,120.4407,23.7988120.4407
23.8037120.5705,23.8037,120.5705,23.8037120.5705
23.8056120.6365,23.8056,120.6365,23.8056120.6365
23.8559120.7794,23.8559,120.7794,23.8559120.7794
23.8663120.7608,23.8663,120.7608,23.8663120.7608
23.839120.7541,23.839,120.7541,23.839120.7541
23.8385120.7622,23.8385,120.7622,23.8385120.7622
23.8295120.7725,23.8295,120.7725,23.8295120.7725
23.8442120.7543,23.8442,120.7543,23.8442120.7543
23.8134120.3595,23.8134,120.3595,23.8134120.3595
23.8533120.7984,23.8533,120.7984,23.8533120.7984
23.8578120.7704,23.8578,120.7704,23.8578120.7704
23.8572120.774,23.8572,120.774,23.8572120.774
23.8176120.5026,23.8176,120.5026,23.8176120.5026
23.8636120.8211,23.8636,120.8211,23.8636120.8211
23.8651120.7745,23.8651,120.7745,23.8651120.7745
23.8143120.7477,23.8143,120.7477,23.8143120.7477
23.8611120.777,23.8611,120.777,23.8611120.777
23.8406120.7785,23.8406,120.7785,23.8406120.7785
23.822120.5209,23.822,120.5209,23.822120.5209
23.7856120.3082,23.7856,120.3082,23.7856120.3082
23.8615120.7606,23.8615,120.7606,23.8615120.7606
23.837120.7486,23.837,120.7486,23.837120.7486
23.8671120.7746,23.8671,120.7746,23.8671120.7746
23.8581120.755,23.8581,120.755,23.8581120.755
23.8215120.7827,23.8215,120.7827,23.8215120.7827
23.7828120.355,23.7828,120.355,23.7828120.355
23.6675119.563,23.6675,119.563,23.6675119.563
23.6824119.5513,23.6824,119.5513,23.6824119.5513
23.8501120.76,23.8501,120.76,23.8501120.76
23.7627120.7892,23.7627,120.7892,23.7627120.7892
23.8504120.7764,23.8504,120.7764,23.8504120.7764
23.8544120.7985,23.8544,120.7985,23.8544120.7985
23.7501120.4845,23.7501,120.4845,23.7501120.4845
23.7918120.4471,23.7918,120.4471,23.7918120.4471
23.8384120.7352,23.8384,120.7352,23.8384120.7352
23.8704120.8189,23.8704,120.8189,23.8704120.8189
23.8552120.793,23.8552,120.793,23.8552120.793
23.8059120.5146,23.8059,120.5146,23.8059120.5146
23.8479120.753,23.8479,120.753,23.8479120.753
23.8435120.7585,23.8435,120.7585,23.8435120.7585
23.8481120.7442,23.8481,120.7442,23.8481120.7442
23.8287120.566,23.8287,120.566,23.8287120.566
23.8676120.7801,23.8676,120.7801,23.8676120.7801
23.8613120.7798,23.8613,120.7798,23.8613120.7798
23.7533120.44,23.7533,120.44,23.7533120.44
23.825120.7054,23.825,120.7054,23.825120.7054
23.8353120.7782,23.8353,120.7782,23.8353120.7782
23.8041120.4641,23.8041,120.4641,23.8041120.4641
23.7796120.3314,23.7796,120.3314,23.7796120.3314
23.8747120.7695,23.8747,120.7695,23.8747120.7695
23.862120.7935,23.862,120.7935,23.862120.7935
23.813120.6601,23.813,120.6601,23.813120.6601
23.7603120.2656,23.7603,120.2656,23.7603120.2656
23.7165119.9765,23.7165,119.9765,23.7165119.9765
23.83120.6653,23.83,120.6653,23.83120.6653
23.8498120.79,23.8498,120.79,23.8498120.79
23.8199120.5453,23.8199,120.5453,23.8199120.5453
23.8267120.5393,23.8267,120.5393,23.8267120.5393
23.8042120.544,23.8042,120.544,23.8042120.544
23.8548120.5723,23.8548,120.5723,23.8548120.5723
23.8379120.6086,23.8379,120.6086,23.8379120.6086
23.8647120.78,23.8647,120.78,23.8647120.78
23.8681120.7692,23.8681,120.7692,23.8681120.7692
23.7961120.6341,23.7961,120.6341,23.7961120.6341
23.8535120.7602,23.8535,120.7602,23.8535120.7602
23.8175120.692,23.8175,120.692,23.8175120.692
23.8781120.7919,23.8781,120.7919,23.8781120.7919
23.8099120.6416,23.8099,120.6416,23.8099120.6416
23.8264120.7803,23.8264,120.7803,23.8264120.7803
23.8538120.6296,23.8538,120.6296,23.8538120.6296
23.7822120.4007,23.7822,120.4007,23.7822120.4007
23.6265119.4228,23.6265,119.4228,23.6265119.4228
23.7873120.4611,23.7873,120.4611,23.7873120.4611
23.8657120.7773,23.8657,120.7773,23.8657120.7773
23.8451120.7111,23.8451,120.7111,23.8451120.7111
23.7618120.2951,23.7618,120.2951,23.7618120.2951
23.8717120.7859,23.8717,120.7859,23.8717120.7859
23.8573120.7905,23.8573,120.7905,23.8573120.7905
23.8496120.7274,23.8496,120.7274,23.8496120.7274
23.8338120.6491,23.8338,120.6491,23.8338120.6491
23.8566120.7494,23.8566,120.7494,23.8566120.7494
23.8363120.7755,23.8363,120.7755,23.8363120.7755
23.8279120.676,23.8279,120.676,23.8279120.676
23.8538120.7738,23.8538,120.7738,23.8538120.7738
23.84120.7299,23.84,120.7299,23.84120.7299
23.8236120.5423,23.8236,120.5423,23.8236120.5423
23.8446120.7706,23.8446,120.7706,23.8446120.7706
23.8233120.5745,23.8233,120.5745,23.8233120.5745
23.8193120.2832,23.8193,120.2832,23.8193120.2832
23.8222120.6547,23.8222,120.6547,23.8222120.6547
23.8513120.7928,23.8513,120.7928,23.8513120.7928
23.6884119.9987,23.6884,119.9987,23.6884119.9987
23.8209120.6196,23.8209,120.6196,23.8209120.6196
23.8428120.6516,23.8428,120.6516,23.8428120.6516
23.8341120.7109,23.8341,120.7109,23.8341120.7109
23.7887120.5243,23.7887,120.5243,23.7887120.5243
23.8099120.4847,23.8099,120.4847,23.8099120.4847
23.6566119.5503,23.6566,119.5503,23.6566119.5503
23.6655119.4998,23.6655,119.4998,23.6655119.4998
23.8351120.6974,23.8351,120.6974,23.8351120.6974
23.8349120.7835,23.8349,120.7835,23.8349120.7835
23.8324120.7565,23.8324,120.7565,23.8324120.7565
23.8196120.6361,23.8196,120.6361,23.8196120.6361
23.7777120.2443,23.7777,120.2443,23.7777120.2443
23.841120.7218,23.841,120.7218,23.841120.7218
23.8588120.7741,23.8588,120.7741,23.8588120.7741
23.8708120.7555,23.8708,120.7555,23.8708120.7555
23.8322120.6491,23.8322,120.6491,23.8322120.6491
23.8615120.7688,23.8615,120.7688,23.8615120.7688
23.8548120.7657,23.8548,120.7657,23.8548120.7657
23.8078120.6628,23.8078,120.6628,23.8078120.6628
23.8496120.7492,23.8496,120.7492,23.8496120.7492
23.8488120.6352,23.8488,120.6352,23.8488120.6352
23.8073120.7633,23.8073,120.7633,23.8073120.7633
23.9004121.0939,23.9004,121.0939,23.9004121.0939
23.8418120.6894,23.8418,120.6894,23.8418120.6894
23.8308120.6572,23.8308,120.6572,23.8308120.6572
23.8309120.7779,23.8309,120.7779,23.8309120.7779
23.8541120.7984,23.8541,120.7984,23.8541120.7984
23.8352120.7243,23.8352,120.7243,23.8352120.7243
23.8321120.6947,23.8321,120.6947,23.8321120.6947
23.878121.0249,23.878,121.0249,23.878121.0249
23.7868120.4505,23.7868,120.4505,23.7868120.4505
23.7915120.553,23.7915,120.553,23.7915120.553
23.8116120.639,23.8116,120.639,23.8116120.639
23.8278120.6091,23.8278,120.6091,23.8278120.6091
23.7782120.31,23.7782,120.31,23.7782120.31
23.7711120.2379,23.7711,120.2379,23.7711120.2379
23.8481120.7328,23.8481,120.7328,23.8481120.7328
23.8455120.6894,23.8455,120.6894,23.8455120.6894
23.84120.6867,23.84,120.6867,23.84120.6867
23.8542120.7412,23.8542,120.7412,23.8542120.7412
23.8242120.6706,23.8242,120.6706,23.8242120.6706
23.7948120.5633,23.7948,120.5633,23.7948120.5633
23.8211120.6307,23.8211,120.6307,23.8211120.6307
23.8583120.7714,23.8583,120.7714,23.8583120.7714
23.8423120.7732,23.8423,120.7732,23.8423120.7732
23.8454120.768,23.8454,120.768,23.8454120.768
23.8232120.6386,23.8232,120.6386,23.8232120.6386
23.8715120.7859,23.8715,120.7859,23.8715120.7859
23.8461120.7979,23.8461,120.7979,23.8461120.7979
23.8142120.6575,23.8142,120.6575,23.8142120.6575
23.8248120.5797,23.8248,120.5797,23.8248120.5797
23.5336119.0136,23.5336,119.0136,23.5336119.0136
23.7711120.2241,23.7711,120.2241,23.7711120.2241
23.8507120.8036,23.8507,120.8036,23.8507120.8036
23.7642120.127,23.7642,120.127,23.7642120.127
23.6867120.0743,23.6867,120.0743,23.6867120.0743
23.8307120.7081,23.8307,120.7081,23.8307120.7081
23.8198120.4429,23.8198,120.4429,23.8198120.4429
23.806120.5645,23.806,120.5645,23.806120.5645
23.8087120.5866,23.8087,120.5866,23.8087120.5866
23.8294120.6626,23.8294,120.6626,23.8294120.6626
23.8347120.6867,23.8347,120.6867,23.8347120.6867
23.8741120.9223,23.8741,120.9223,23.8741120.9223
23.8539120.7738,23.8539,120.7738,23.8539120.7738
23.8416120.7759,23.8416,120.7759,23.8416120.7759
23.7856120.1944,23.7856,120.1944,23.7856120.1944
23.8336120.5252,23.8336,120.5252,23.8336120.5252
23.8004120.5681,23.8004,120.5681,23.8004120.5681
23.8452120.7734,23.8452,120.7734,23.8452120.7734
23.8214120.588,23.8214,120.588,23.8214120.588
23.8266120.6706,23.8266,120.6706,23.8266120.6706
23.8257120.6359,23.8257,120.6359,23.8257120.6359
23.848120.6624,23.848,120.6624,23.848120.6624
23.6923119.6091,23.6923,119.6091,23.6923119.6091
23.6777119.6199,23.6777,119.6199,23.6777119.6199
23.8267120.6466,23.8267,120.6466,23.8267120.6466
23.7958120.4706,23.7958,120.4706,23.7958120.4706
23.8596120.7851,23.8596,120.7851,23.8596120.7851
23.8243120.6426,23.8243,120.6426,23.8243120.6426
23.8245120.6613,23.8245,120.6613,23.8245120.6613
23.8338120.7646,23.8338,120.7646,23.8338120.7646
23.8189120.5373,23.8189,120.5373,23.8189120.5373
23.8484120.76,23.8484,120.76,23.8484120.76
23.8552120.7739,23.8552,120.7739,23.8552120.7739
23.8552120.7832,23.8552,120.7832,23.8552120.7832
23.8468120.7734,23.8468,120.7734,23.8468120.7734
23.8137120.5991,23.8137,120.5991,23.8137120.5991
23.8118120.6045,23.8118,120.6045,23.8118120.6045
23.8091120.6179,23.8091,120.6179,23.8091120.6179
23.862120.736,23.862,120.736,23.862120.736
23.8015120.4644,23.8015,120.4644,23.8015120.4644
23.815120.6866,23.815,120.6866,23.815120.6866
23.8145120.6522,23.8145,120.6522,23.8145120.6522
23.8334120.6706,23.8334,120.6706,23.8334120.6706
23.8082120.6232,23.8082,120.6232,23.8082120.6232
23.862120.7771,23.862,120.7771,23.862120.7771
23.7952120.6079,23.7952,120.6079,23.7952120.6079
23.8566120.7795,23.8566,120.7795,23.8566120.7795
23.8174120.7718,23.8174,120.7718,23.8174120.7718
23.8358120.6194,23.8358,120.6194,23.8358120.6194
23.8552120.7603,23.8552,120.7603,23.8552120.7603
23.8453120.7408,23.8453,120.7408,23.8453120.7408
23.6689120.1839,23.6689,120.1839,23.6689120.1839
23.8519120.6161,23.8519,120.6161,23.8519120.6161
23.8847120.587,23.8847,120.587,23.8847120.587
23.8159120.6548,23.8159,120.6548,23.8159120.6548
23.8296120.7161,23.8296,120.7161,23.8296120.7161
23.7974120.5287,23.7974,120.5287,23.7974120.5287
23.848120.7121,23.848,120.7121,23.848120.7121
23.8578120.7823,23.8578,120.7823,23.8578120.7823
23.8036120.4049,23.8036,120.4049,23.8036120.4049
23.8356120.6491,23.8356,120.6491,23.8356120.6491
23.8161120.6601,23.8161,120.6601,23.8161120.6601
23.8272120.6305,23.8272,120.6305,23.8272120.6305
23.8785120.9653,23.8785,120.9653,23.8785120.9653
23.8274120.5312,23.8274,120.5312,23.8274120.5312
23.8409120.7677,23.8409,120.7677,23.8409120.7677
23.5458119.1326,23.5458,119.1326,23.5458119.1326
23.8341120.6357,23.8341,120.6357,23.8341120.6357
23.7868120.4399,23.7868,120.4399,23.7868120.4399
23.82120.5158,23.82,120.5158,23.82120.5158
23.9004121.0296,23.9004,121.0296,23.9004121.0296
23.8372120.6463,23.8372,120.6463,23.8372120.6463
23.8461120.749,23.8461,120.749,23.8461120.749
23.8184120.5159,23.8184,120.5159,23.8184120.5159
23.8702120.7418,23.8702,120.7418,23.8702120.7418
23.8239120.6493,23.8239,120.6493,23.8239120.6493
23.8143120.623,23.8143,120.623,23.8143120.623
23.809120.6152,23.809,120.6152,23.809120.6152
23.8107120.5939,23.8107,120.5939,23.8107120.5939
23.8607120.7551,23.8607,120.7551,23.8607120.7551
23.8644120.7607,23.8644,120.7607,23.8644120.7607
23.6337119.4163,23.6337,119.4163,23.6337119.4163
23.5864119.3011,23.5864,119.3011,23.5864119.3011
23.863120.7936,23.863,120.7936,23.863120.7936
23.7216120.1013,23.7216,120.1013,23.7216120.1013
23.7667120.1639,23.7667,120.1639,23.7667120.1639
23.7552120.1929,23.7552,120.1929,23.7552120.1929
23.8243120.5985,23.8243,120.5985,23.8243120.5985
23.8449120.7219,23.8449,120.7219,23.8449120.7219
23.6784119.8134,23.6784,119.8134,23.6784119.8134
23.7508120.2871,23.7508,120.2871,23.7508120.2871
23.7511120.3749,23.7511,120.3749,23.7511120.3749
23.5942119.5092,23.5942,119.5092,23.5942119.5092
23.5942119.5092,23.5942,119.5092,23.5942119.5092
23.6455119.4608,23.6455,119.4608,23.6455119.4608
23.6131119.489,23.6131,119.489,23.6131119.489
23.7656120.4354,23.7656,120.4354,23.7656120.4354
23.5965119.4158,23.5965,119.4158,23.5965119.4158
23.6504119.5619,23.6504,119.5619,23.6504119.5619
23.6467119.5648,23.6467,119.5648,23.6467119.5648
23.7826120.4538,23.7826,120.4538,23.7826120.4538
23.6191119.5288,23.6191,119.5288,23.6191119.5288
23.8349120.7593,23.8349,120.7593,23.8349120.7593
23.8249120.6386,23.8249,120.6386,23.8249120.6386
23.8531120.7684,23.8531,120.7684,23.8531120.7684
23.8241120.7614,23.8241,120.7614,23.8241120.7614
23.8441120.7841,23.8441,120.7841,23.8441120.7841
23.7998120.4379,23.7998,120.4379,23.7998120.4379
23.8283120.6144,23.8283,120.6144,23.8283120.6144
23.7107120.0548,23.7107,120.0548,23.7107120.0548
23.7948120.642,23.7948,120.642,23.7948120.642
23.8447120.7462,23.8447,120.7462,23.8447120.7462
23.7676120.3475,23.7676,120.3475,23.7676120.3475
23.8334120.4954,23.8334,120.4954,23.8334120.4954
23.8459120.749,23.8459,120.749,23.8459120.749
23.8302120.4413,23.8302,120.4413,23.8302120.4413
23.8585120.7659,23.8585,120.7659,23.8585120.7659
23.8248120.6401,23.8248,120.6401,23.8248120.6401
23.8381120.7472,23.8381,120.7472,23.8381120.7472
23.8527120.752,23.8527,120.752,23.8527120.752
23.8532120.7575,23.8532,120.7575,23.8532120.7575
23.8484120.6569,23.8484,120.6569,23.8484120.6569
23.8454120.7219,23.8454,120.7219,23.8454120.7219
23.8201120.6361,23.8201,120.6361,23.8201120.6361
23.8417120.7623,23.8417,120.7623,23.8417120.7623
23.8332120.6492,23.8332,120.6492,23.8332120.6492
23.8168120.6626,23.8168,120.6626,23.8168120.6626
23.8529120.6269,23.8529,120.6269,23.8529120.6269
23.8034120.4642,23.8034,120.4642,23.8034120.4642
23.8446120.7354,23.8446,120.7354,23.8446120.7354
23.8424120.7407,23.8424,120.7407,23.8424120.7407
23.857120.7495,23.857,120.7495,23.857120.7495
23.8468120.7735,23.8468,120.7735,23.8468120.7735
23.7732120.4341,23.7732,120.4341,23.7732120.4341
23.8137120.5084,23.8137,120.5084,23.8137120.5084
23.8814120.831,23.8814,120.831,23.8814120.831
23.8712120.8107,23.8712,120.8107,23.8712120.8107
23.8731120.8109,23.8731,120.8109,23.8731120.8109
23.8622120.8045,23.8622,120.8045,23.8622120.8045
23.8344120.7889,23.8344,120.7889,23.8344120.7889
23.8458120.7993,23.8458,120.7993,23.8458120.7993
23.8572120.7932,23.8572,120.7932,23.8572120.7932
23.8502120.8009,23.8502,120.8009,23.8502120.8009
23.8533120.7902,23.8533,120.7902,23.8533120.7902
23.8662120.7114,23.8662,120.7114,23.8662120.7114
23.8402120.8083,23.8402,120.8083,23.8402120.8083
23.7864120.4373,23.7864,120.4373,23.7864120.4373
23.83120.676,23.83,120.676,23.83120.676
23.8371120.7136,23.8371,120.7136,23.8371120.7136
23.8426120.7455,23.8426,120.7455,23.8426120.7455
23.8445120.6272,23.8445,120.6272,23.8445120.6272
23.8096120.6311,23.8096,120.6311,23.8096120.6311
23.8229120.6173,23.8229,120.6173,23.8229120.6173
23.7826120.4987,23.7826,120.4987,23.7826120.4987
23.9367120.7671,23.9367,120.7671,23.9367120.7671
23.8072120.6444,23.8072,120.6444,23.8072120.6444
23.8342120.6195,23.8342,120.6195,23.8342120.6195
23.6854120.0001,23.6854,120.0001,23.6854120.0001
23.8006120.4351,23.8006,120.4351,23.8006120.4351
23.5598119.1062,23.5598,119.1062,23.5598119.1062
23.8038120.6418,23.8038,120.6418,23.8038120.6418
23.787120.4098,23.787,120.4098,23.787120.4098
23.8077120.4402,23.8077,120.4402,23.8077120.4402
23.81120.4686,23.81,120.4686,23.81120.4686
23.8255120.783,23.8255,120.783,23.8255120.783
23.8508120.7519,23.8508,120.7519,23.8508120.7519
23.8461120.6976,23.8461,120.6976,23.8461120.6976
23.8439120.7841,23.8439,120.7841,23.8439120.7841
23.7878120.6422,23.7878,120.6422,23.7878120.6422
23.85120.6515,23.85,120.6515,23.85120.6515
23.858120.755,23.858,120.755,23.858120.755
23.8165120.6122,23.8165,120.6122,23.8165120.6122
23.8554120.804,23.8554,120.804,23.8554120.804
23.8705120.6978,23.8705,120.6978,23.8705120.6978
23.814120.6469,23.814,120.6469,23.814120.6469
23.7956120.4546,23.7956,120.4546,23.7956120.4546
23.8342120.5737,23.8342,120.5737,23.8342120.5737
23.8135120.676,23.8135,120.676,23.8135120.676
23.8422120.7949,23.8422,120.7949,23.8422120.7949
23.7412120.0823,23.7412,120.0823,23.7412120.0823
23.8289120.6438,23.8289,120.6438,23.8289120.6438
23.7445120.3181,23.7445,120.3181,23.7445120.3181
23.7437120.2675,23.7437,120.2675,23.7437120.2675
23.8328120.6384,23.8328,120.6384,23.8328120.6384
23.8438120.7733,23.8438,120.7733,23.8438120.7733
23.8552120.7739,23.8552,120.7739,23.8552120.7739
23.8209120.604,23.8209,120.604,23.8209120.604
23.7704120.453,23.7704,120.453,23.7704120.453
23.8602120.7852,23.8602,120.7852,23.8602120.7852
23.7904120.6604,23.7904,120.6604,23.7904120.6604
23.8316120.6491,23.8316,120.6491,23.8316120.6491
23.8208120.6387,23.8208,120.6387,23.8208120.6387
23.8472120.6569,23.8472,120.6569,23.8472120.6569
23.8136120.5751,23.8136,120.5751,23.8136120.5751
23.8071120.549,23.8071,120.549,23.8071120.549
23.7317119.933,23.7317,119.933,23.7317119.933
23.8015120.4671,23.8015,120.4671,23.8015120.4671
23.8426120.7002,23.8426,120.7002,23.8426120.7002
23.8042120.6339,23.8042,120.6339,23.8042120.6339
23.8267120.6519,23.8267,120.6519,23.8267120.6519
23.8172120.6468,23.8172,120.6468,23.8172120.6468
23.8571120.7713,23.8571,120.7713,23.8571120.7713
23.6929119.6718,23.6929,119.6718,23.6929119.6718
23.685119.8751,23.685,119.8751,23.685119.8751
23.7787120.4014,23.7787,120.4014,23.7787120.4014
23.832120.6142,23.832,120.6142,23.832120.6142
23.7699120.2957,23.7699,120.2957,23.7699120.2957
23.8524120.7847,23.8524,120.7847,23.8524120.7847
23.8139120.6097,23.8139,120.6097,23.8139120.6097
23.842120.6759,23.842,120.6759,23.842120.6759
23.8457120.7273,23.8457,120.7273,23.8457120.7273
23.6888119.64,23.6888,119.64,23.6888119.64
23.8262120.6118,23.8262,120.6118,23.8262120.6118
23.8064120.6312,23.8064,120.6312,23.8064120.6312
23.822120.4643,23.822,120.4643,23.822120.4643
23.8194120.6307,23.8194,120.6307,23.8194120.6307
23.7759120.4019,23.7759,120.4019,23.7759120.4019
23.8207120.513,23.8207,120.513,23.8207120.513
23.8545120.7739,23.8545,120.7739,23.8545120.7739
23.7902120.4607,23.7902,120.4607,23.7902120.4607
23.7927120.4377,23.7927,120.4377,23.7927120.4377
23.8862120.9524,23.8862,120.9524,23.8862120.9524
23.8464120.6407,23.8464,120.6407,23.8464120.6407
23.8438120.7652,23.8438,120.7652,23.8438120.7652
23.7774120.2554,23.7774,120.2554,23.7774120.2554
23.767120.2058,23.767,120.2058,23.767120.2058
23.7824120.4459,23.7824,120.4459,23.7824120.4459
23.8401120.6409,23.8401,120.6409,23.8401120.6409
