經度緯度,電流強度(kA)0
22.8923122.3479,-0
22.8888122.3643,-0
22.8884122.4061,-0
22.8884122.3914,-0
22.8932122.3685,-0
22.8692122.4092,-0
22.9043122.3568,-0
23.8744121.8821,-0
23.8554121.8847,-0
23.8554121.925,-0
23.8616121.9103,-0
23.8715121.8945,-0
23.9259121.8262,-0
23.9277121.8431,-0
23.935121.83,-0
23.8997121.8542,-0
23.9094121.8356,-0
23.8423121.9186,-0
23.8334121.9121,-0
23.9037121.8554,-0
23.8162121.9153,-0
23.872121.9187,-0
23.8439121.9367,-0
23.8646121.9046,-0
22.8919122.4114,-0
22.875122.4477,-0
22.8746122.4345,-0
22.9015122.3597,-0
22.8713122.3838,-0
22.8817122.3836,-0
22.8849122.3689,-0
22.8934122.3439,-0
22.8582122.3776,-0
22.8791122.4358,-0
22.8955122.4405,-0
22.8812122.3826,-0
22.8718122.3584,-0
22.9019122.3926,-0
22.8994122.4051,-0
22.9115122.3804,-0
22.9093122.4066,-0
22.8905122.3745,-0
22.8882122.3513,-0
22.8922122.3331,-0
22.8987122.4222,-0
22.8819122.4148,-0
22.8904122.4148,-0
22.8519122.3844,-0
22.8573122.4069,-0
22.8807122.3668,-0
22.8848122.3482,-0
22.8716122.3734,-0
22.8884122.35,-0
22.8714122.3663,-0
22.8893122.3197,-0
22.8985122.4093,-0
22.8354122.449,-0
22.8494122.4428,-0
22.8569122.486,-0
22.8713122.3667,-0
22.876122.3657,-0
22.8755122.3679,-0
22.9155122.3831,-0
22.9124122.3996,-0
22.9026122.4122,-0
22.8922122.3524,-0
22.9093122.3239,-0
22.9228122.3152,-0
22.9004122.455,-0
22.8955122.4014,-0
22.8618122.4011,-0
22.8653122.3859,-0
22.9183122.3085,-0
22.9077122.3356,-0
22.9041122.3536,-0
22.8983122.3441,-0
22.9232122.3193,-0
22.9138122.3462,-0
23.9163121.9144,-0
23.9327121.8853,-0
22.9131122.3347,-0
22.9591122.3102,-0
22.8687122.4103,-0
22.9055122.3445,-0
22.9081122.3232,-0
22.9071122.3801,-0
22.9176122.3517,-0
22.93122.3331,-0
22.9097122.3304,-0
22.874122.4377,-0
22.9722122.2946,-0
22.8889122.4126,-0
22.8958122.3788,-0
22.8759122.3835,-0
22.9099122.4211,-0
22.9059122.3213,-0
22.8547122.3734,-0
22.8938122.4161,-0
22.8972122.3294,-0
22.8972122.3607,-0
22.8993122.3505,-0
22.8816122.3802,-0
22.8748122.4214,-0
22.881122.4078,-0
22.8629122.4206,-0
22.8451122.4379,-0
22.8744122.4282,-0
22.8864122.4344,-0
22.8895122.4192,-0
22.8942122.3957,-0
22.9169122.357,-0
22.9075122.3136,-0
22.8904122.382,-0
22.8956122.3572,-0
22.8748122.3869,-0
22.8685122.415,-0
22.8647122.3945,-0
22.8818122.4089,-0
22.9087122.4201,-0
22.8749122.4332,-0
22.9051122.3463,-0
22.8868122.4605,-0
22.8886122.3424,-0
22.8802122.4015,-0
22.8903122.3969,-0
22.8986122.3783,-0
22.8913122.3469,-0
22.8855122.3596,-0
22.8918122.3849,-0
22.8998122.3722,-0
22.9051122.3458,-0
22.8932122.4091,-0
22.8889122.4307,-0
24.5682411193848122.52823638916,-72.4830
22.8929122.3948,-0
22.8886122.4162,-0
22.9028122.3805,-0
22.8756122.4301,-0
22.8863122.426,-0
24.2158122.3352,-0
24.2294122.3136,-0
24.1686122.2003,-0
24.1878122.2229,-0
24.199122.2376,-0
22.8847122.3549,-0
24.1513122.2409,-0
24.1625122.27,-0
24.1467122.2704,-0
24.1661122.1982,-0
24.1809122.204,-0
22.897122.3718,-0
22.8984122.3845,-0
22.9329122.3191,-0
22.9385122.3028,-0
22.8774122.3767,-0
22.8788122.4017,-0
22.8676122.4236,-0
22.895122.3532,-0
22.9093122.3752,-0
22.9384122.3549,-0
22.8868122.3685,-0
22.8831122.3853,-0
22.8689122.4061,-0
22.9063122.4014,-0
22.9147122.3847,-0
22.9975121.8062,-0
23.0176121.8024,-0
22.9183122.4183,-0
22.9237122.3874,-0
22.9115122.3423,-0
22.9169122.3302,-0
22.899122.3209,-0
22.8895122.3724,-0
22.9037122.3488,-0
22.914122.4157,-0
22.9254122.3526,-0
22.9063122.3941,-0
22.8931122.4127,-0
22.9038122.4054,-0
22.9107122.4132,-0
22.9097122.389,-0
22.9116122.3788,-0
22.9125122.4087,-0
22.8952122.4488,-0
22.9043122.4015,-0
22.9038122.3033,-0
22.9009122.4109,-0
22.9018122.4231,-0
22.8931122.4145,-0
22.9008122.3748,-0
22.8888122.3975,-0
22.914122.3404,-0
22.9005122.3798,-0
22.8983122.3315,-0
22.9104122.3459,-0
22.91122.3036,-0
22.8808122.4115,-0
22.8886122.3904,-0
22.852122.4748,-0
22.8959122.3351,-0
22.8683122.4445,-0
22.9146122.3462,-0
22.878122.4188,-0
22.8882122.3897,-0
22.9091122.3835,-0
22.9303122.3808,-0
22.8874122.4246,-0
22.8969122.3779,-0
22.8779122.3928,-0
24.2512122.3715,-0
22.9415122.351,-0
22.8906122.4415,-0
22.8847122.3225,-0
22.8678122.4283,-0
22.8956122.3809,-0
22.8973122.3726,-0
22.9262122.3567,-0
22.9084122.3741,-0
22.8932122.3628,-0
22.8911122.3982,-0
22.8862122.4885,-0
22.8245122.5021,-0
22.8722122.3855,-0
22.8632122.4248,-0
22.8857122.3816,-0
22.884122.3421,-0
22.877122.4301,-0
24.1714122.2476,-0
22.9012122.384,-0
22.9104122.3627,-0
22.9003122.4236,-0
22.901122.3742,-0
22.8589122.4155,-0
22.8645122.3941,-0
22.893122.342,-0
24.1535122.2596,-0
22.9373122.4507,-0
22.9144122.4758,-0
22.9256122.4556,-0
22.9598122.4091,-0
22.9128122.3363,-0
22.9134122.3532,-0
22.9107122.3673,-0
22.9097122.3237,-0
22.9127122.3451,-0
22.901122.3421,-0
22.8976122.3583,-0
22.8955122.4405,-0
22.8965122.3671,-0
24.1777122.2167,-0
22.8811122.4648,-0
22.8817122.3997,-0
22.8794122.4308,-0
22.8712122.4807,-0
22.878122.417,-0
22.8605122.4877,-0
22.8817122.4524,-0
22.8948122.5653,-0
22.9292122.5067,-0
22.8927122.3927,-0
22.9175122.3728,-0
22.8786122.4728,-0
22.8707122.5004,-0
22.8976122.3689,-0
22.8912122.4531,-0
22.8759122.484,-0
22.857122.4284,-0
22.9162122.3636,-0
24.5818653106689122.624656677246,-110.0380
24.5617809295654122.69367980957,-129.2230
24.181122.2958,-0
24.2259122.4072,-0
24.1613122.2703,-0
22.9105122.3065,-0
22.8999122.3389,-0
22.9078122.3544,-0
24.3164122.6262,-0
24.1587122.2937,-0
24.1461122.2948,-0
24.1891122.4963,-0
24.1665122.374,-0
24.1837122.4209,-0
24.2122122.4674,-0
24.1565122.2758,-0
24.1789122.2848,-0
22.9679122.2609,-0
24.1048122.2551,-0
22.9521122.3852,-0
22.9581122.3447,-0
22.9547122.3589,-0
22.9318122.3314,-0
22.89122.4286,-0
23.6946121.7495,-0
23.6982121.8321,-0
22.9385122.3605,-0
22.896122.4447,-0
22.903122.4081,-0
24.2009122.4016,-0
24.2034122.4566,-0
24.151122.2503,-0
23.6777121.7625,-0
23.6868121.7713,-0
23.6798121.7639,-0
23.6972121.7619,-0
23.5922121.671,-0
23.5765121.6627,-0
23.6258121.7928,-0
23.6377121.7779,-0
23.6344121.7676,-0
23.6498121.7789,-0
24.1321122.2879,-0
23.5666121.6366,-0
23.6943121.7587,-0
23.7038121.7526,-0
23.6426121.7967,-0
23.6279121.8078,-0
22.9686122.3443,-0
22.95122.3696,-0
23.5988121.6546,-0
23.605121.6528,-0
23.603121.6677,-0
23.6147121.6668,-0
23.6029121.6741,-0
22.8822122.6082,-0
22.9361122.4935,-0
23.6352121.8137,-0
23.6392121.813,-0
23.6730632781982121.907691955566,-16.70550
23.6432121.8058,-0
23.6271121.813,-0
23.6553121.8124,-0
23.6712121.7873,-0
23.6755275726318121.698600769043,-64.2320
23.6347121.6715,-0
23.6262121.6764,-0
23.5964121.6418,-0
23.5779121.641,-0
23.6083121.6708,-0
23.5954121.6712,-0
22.9066122.5647,-0
22.927122.5269,-0
22.8982122.5782,-0
22.9327122.5463,-0
22.9087122.5326,-0
23.589121.6798,-0
23.6106121.685,-0
22.965122.6114,-0
23.6358121.6902,-0
22.9859122.465,-0
22.9827122.4256,-0
23.5824121.6789,-0
23.5521121.6309,-0
23.5296121.6247,-0
23.5965121.6677,-0
23.5627121.6507,-0
23.5445121.6371,-0
23.5959121.6817,-0
22.954122.4852,-0
22.9063122.5613,-0
23.6245121.6802,-0
23.6018121.6713,-0
23.6018121.6834,-0
23.5887121.6987,-0
23.5635121.6882,-0
23.6172121.6997,-0
23.6078121.6972,-0
22.8974122.5969,-0
23.5966121.6704,-0
22.9846122.4927,-0
23.6143121.6754,-0
23.6034121.6943,-0
22.9952122.4668,-0
24.1681122.3319,-0
23.5957121.6837,-0
23.5964121.6711,-0
23.6068121.6913,-0
23.5887121.6986,-0
22.8599122.5848,-0
22.8694122.5684,-0
23.6431121.684,-0
23.6182121.6799,-0
23.5967121.688,-0
23.6047121.6952,-0
22.934122.5298,-0
23.6059121.6826,-0
23.5796121.6968,-0
23.5625121.695,-0
23.6155121.6899,-0
23.5984121.6895,-0
22.9035122.5859,-0
22.9055122.5968,-0
22.916122.512,-0
22.9322122.5361,-0
22.876122.5824,-0
22.9239122.5485,-0
22.9763122.4576,-0
22.9575122.4639,-0
23.6289121.6861,-0
22.976122.5287,-0
22.9862122.5196,-0
22.9907122.5333,-0
22.8866122.5775,-0
22.9421122.5324,-0
22.982122.46,-0
22.9499122.5116,-0
23.6145121.6945,-0
23.5887121.695,-0
23.5819121.6841,-0
23.6509121.6967,-0
23.6212121.7282,-0
23.6034121.7084,-0
22.9844122.4371,-0
23.5896121.6967,-0
23.614121.6983,-0
23.6112121.7103,-0
23.5993121.6987,-0
23.5595121.6982,-0
23.5483121.7234,-0
22.8368122.6276,-0
23.0458121.8719,-0
23.6046121.7066,-0
23.5447121.7073,-0
23.615121.7301,-0
22.8934122.5563,-0
22.8852122.5883,-0
22.9459122.5754,-0
22.9593122.4495,-0
22.897122.5685,-0
23.5866121.7134,-0
23.5759121.7036,-0
23.5794121.696,-0
23.5618121.6887,-0
23.5938121.7019,-0
23.6107121.6929,-0
23.624121.6898,-0
23.6495121.6812,-0
23.6296424865723121.749473571777,-45.38050
22.9102122.5228,-0
22.9594122.5127,-0
22.8668122.626,-0
23.60959815979121.740173339844,-77.12650
23.5843121.7106,-0
23.5989121.6991,-0
23.5774121.6968,-0
23.6106121.7234,-0
23.5661121.6902,-0
23.5564121.6904,-0
23.5953121.7235,-0
23.5595121.7466,-0
23.5726121.7478,-0
22.8834122.6261,-0
23.5588121.7144,-0
23.5729121.7225,-0
22.9324122.5408,-0
23.5721121.7282,-0
23.5823121.7276,-0
23.5943121.7296,-0
23.6048121.7338,-0
23.5368121.729,-0
23.5687121.7337,-0
23.5741121.7111,-0
23.5503121.7565,-0
23.5849121.778,-0
23.6147121.7238,-0
23.5964121.7606,-0
23.6425121.7896,-0
23.6324121.7819,-0
22.9054122.5856,-0
24.0626122.5166,-0
24.0514122.4973,-0
22.9409122.4828,-0
23.574121.7409,-0
23.6187121.6847,-0
23.6900253295898121.726493835449,-46.3610
23.6299121.6874,-0
23.5871121.6787,-0
23.6107121.6769,-0
23.5853121.6634,-0
23.6039121.6842,-0
23.6199121.6963,-0
23.6278121.7094,-0
23.598121.7619,-0
23.5748121.7659,-0
22.923122.6054,-0
22.9127122.558,-0
22.918122.5248,-0
23.5447121.6577,-0
23.5643121.6645,-0
23.5516121.6896,-0
22.9052122.5614,-0
22.8865122.5984,-0
22.9517122.51,-0
23.5189121.6881,-0
23.569121.7513,-0
23.5945121.7756,-0
22.9878122.5404,-0
22.9427122.5404,-0
23.5507121.6997,-0
23.5388121.6891,-0
23.5792121.7571,-0
22.9577122.5022,-0
22.8991122.5876,-0
22.8786122.612,-0
23.5262121.7373,-0
23.5484121.7407,-0
23.5935121.7838,-0
23.5733121.7597,-0
22.924122.5983,-0
22.9395122.5148,-0
22.9526122.5551,-0
22.9278122.5727,-0
23.5659121.7151,-0
23.5444121.7248,-0
22.782122.7143,-0
22.8044122.6896,-0
22.8527122.6348,-0
22.8234122.6609,-0
22.8227122.7015,-0
22.8632122.6619,-0
22.8314122.6796,-0
22.8402122.6899,-0
22.8195122.6838,-0
22.7568122.6996,-0
22.8049122.6512,-0
23.5457121.7384,-0
23.5649121.7259,-0
23.538121.7209,-0
23.4937121.6791,-0
23.5533121.7194,-0
23.5405121.709,-0
23.5687121.7612,-0
23.5324121.7356,-0
23.5152121.7314,-0
23.531121.764,-0
23.5595121.7767,-0
23.5803121.778,-0
23.5874121.7633,-0
23.6431121.8379,-0
23.615121.8081,-0
22.8833122.5864,-0
22.7958122.6825,-0
22.8085122.6286,-0
22.8853122.5754,-0
22.7813122.6935,-0
22.8681122.5814,-0
22.7714122.6922,-0
22.8602122.6034,-0
22.7771122.6852,-0
22.8472122.5858,-0
22.8221122.579,-0
22.8052122.6717,-0
22.8251122.6078,-0
22.9039122.5505,-0
23.4953121.7739,-0
22.8927122.5634,-0
22.944122.6329,-0
22.9515122.6235,-0
22.9146122.6413,-0
22.978122.5559,-0
22.8993122.6074,-0
22.9295122.6306,-0
22.9436122.5546,-0
22.9398122.5827,-0
22.9997122.4602,-0
22.9878122.4704,-0
22.9929122.5241,-0
22.9585122.4137,-0
22.933122.5606,-0
22.9309122.5927,-0
22.9458122.5728,-0
22.9012122.5896,-0
22.919122.6204,-0
22.9111122.6564,-0
22.9169122.5769,-0
22.9376122.5591,-0
22.8819122.6337,-0
22.9351122.5009,-0
22.9145122.5895,-0
22.9542122.5657,-0
22.9441122.5673,-0
22.938122.5794,-0
22.9172122.5812,-0
22.9427122.5526,-0
22.9286122.5911,-0
22.8997122.5633,-0
22.9368122.5694,-0
22.9495122.5561,-0
22.9676122.5539,-0
22.9151122.5764,-0
22.9297122.5962,-0
22.9058122.6588,-0
22.9238122.6638,-0
22.8897122.619,-0
22.9131122.5915,-0
22.909122.5813,-0
22.8775122.6283,-0
22.8834122.5809,-0
22.8679122.6442,-0
22.8905122.6104,-0
22.9119122.5527,-0
22.9042122.5926,-0
22.9392122.5634,-0
22.9228122.5844,-0
22.931122.5874,-0
22.9173122.6126,-0
22.8952122.6216,-0
22.899122.6658,-0
22.9147122.6754,-0
22.8785122.6471,-0
22.9199122.6021,-0
22.9581122.5267,-0
22.9255122.5989,-0
22.8705122.6067,-0
22.9688122.5809,-0
23.5257121.7732,-0
23.4832121.8003,-0
23.5086121.7664,-0
23.5912121.7666,-0
22.9106122.6137,-0
22.8933122.6339,-0
22.895122.6236,-0
22.9065122.631,-0
22.8799122.6355,-0
22.8997122.6076,-0
22.9141122.597,-0
22.9061122.5767,-0
22.8947122.5931,-0
22.8898122.5785,-0
22.8866122.6077,-0
22.9608122.5824,-0
22.9027122.5773,-0
22.8926122.6186,-0
22.8836122.6333,-0
22.9072122.5597,-0
22.909122.5699,-0
22.8974122.6038,-0
22.8682122.6384,-0
22.8547122.6599,-0
22.8836122.635,-0
22.9033122.617,-0
22.9058122.6006,-0
22.919122.6437,-0
22.9234122.6135,-0
22.9018122.6093,-0
22.9218122.6188,-0
22.8926122.6313,-0
22.8874122.6472,-0
22.8986122.65,-0
22.9107122.5923,-0
22.8846122.6294,-0
22.927122.5712,-0
22.9206122.5977,-0
22.8887122.6145,-0
22.8914122.5993,-0
22.9396122.5632,-0
22.9473122.5685,-0
22.9223122.6101,-0
22.9015122.6155,-0
22.8884122.6406,-0
22.8785122.6654,-0
22.9243122.586,-0
22.8995122.6146,-0
22.9172122.6322,-0
22.9017122.5823,-0
22.892122.6192,-0
22.9017122.6148,-0
22.8849122.609,-0
22.8886122.595,-0
22.8598122.6374,-0
22.8724122.6326,-0
22.9068122.6804,-0
22.928122.5786,-0
22.9109122.5627,-0
22.8908122.6047,-0
22.8873122.6251,-0
22.911122.602,-0
22.9563122.5129,-0
22.979122.6502,-0
22.9284122.6311,-0
22.8747122.6243,-0
22.8719122.6052,-0
22.8904122.6081,-0
22.9006122.5893,-0
22.8887122.6492,-0
22.886122.6651,-0
22.9255122.5844,-0
22.9388122.5418,-0
22.9283122.5736,-0
22.9333122.5899,-0
22.9031122.5701,-0
22.8971122.5985,-0
22.9035122.5904,-0
22.9315122.6115,-0
22.9003122.6427,-0
22.9394122.5563,-0
22.9349122.5747,-0
22.9865122.5848,-0
22.9211122.5927,-0
22.8944122.6497,-0
22.9258122.6416,-0
22.9451122.621,-0
22.9172122.6654,-0
22.9276122.6055,-0
22.9426122.5958,-0
22.9644122.5776,-0
22.9702122.5664,-0
22.9592122.548,-0
22.9381122.5546,-0
22.9174122.5848,-0
22.9112122.601,-0
22.9511122.571,-0
22.9359122.6334,-0
22.8742122.7087,-0
22.9274122.6861,-0
22.9581122.5993,-0
22.9204122.5541,-0
22.8901122.5888,-0
22.871122.6317,-0
23.0101122.4755,-0
22.8958122.5755,-0
22.9089122.5495,-0
22.8927122.5069,-0
22.913122.6709,-0
22.926122.5956,-0
22.8906122.6134,-0
22.884122.6523,-0
22.8873122.6716,-0
22.9437122.5146,-0
22.9277122.5443,-0
22.9464122.5213,-0
22.927122.5501,-0
22.9491122.4765,-0
22.9407122.4944,-0
22.9186122.5325,-0
22.9522122.4944,-0
22.9342122.5177,-0
22.9376122.4876,-0
22.9078122.5441,-0
22.916122.5064,-0
22.9337122.5626,-0
22.9073122.5657,-0
22.8809122.6035,-0
22.9167122.6301,-0
22.8906122.6165,-0
22.9174122.7093,-0
22.9138122.5511,-0
22.9459122.501,-0
22.9379122.5335,-0
22.9274122.5486,-0
22.9493122.5206,-0
22.9559122.5327,-0
22.9252122.5038,-0
22.9146122.5711,-0
22.9343122.5262,-0
22.9275122.5645,-0
22.9387122.5444,-0
23.1223122.5445,-0
23.1099122.5966,-0
23.1182122.5873,-0
23.1173122.6135,-0
23.1162122.6069,-0
23.1321122.6051,-0
23.1121122.58,-0
23.1013122.5918,-0
22.9884122.5632,-0
23.0106122.508,-0
22.9031122.5742,-0
23.1362122.6308,-0
22.8928122.6035,-0
24.7156372070312120.803413391113,-7.9920
22.9288122.5714,-0
22.9376122.5352,-0
22.9359122.5556,-0
22.9477122.5758,-0
23.0969122.6619,-0
23.0968122.68,-0
23.5232119.3178,-0
23.6096119.2967,-0
23.6809119.3567,-0
23.5476119.2826,-0
23.5547119.2749,-0
23.7295303344727119.220375061035,6.71550
22.8926122.5951,-0
22.9085122.5894,-0
22.9891122.5122,-0
22.9546122.5815,-0
22.9522122.5713,-0
22.9268122.5779,-0
22.9293122.5974,-0
23.0819122.6884,-0
22.9213122.5882,-0
22.935122.5811,-0
22.9323122.6004,-0
22.9454122.5997,-0
22.8941122.6196,-0
22.8883122.6314,-0
22.8756122.6519,-0
22.8817122.6178,-0
22.8573122.6441,-0
22.8592122.6761,-0
22.8684122.6341,-0
22.8864122.5791,-0
22.9374122.5712,-0
22.9055122.5872,-0
22.9032122.5632,-0
23.1171122.6839,-0
23.1174122.7137,-0
23.1081122.7018,-0
22.9342122.5643,-0
22.9371122.5809,-0
22.93122.6073,-0
22.9398122.6088,-0
22.9671122.5873,-0
22.9325122.6208,-0
22.9398122.6421,-0
22.9316122.6477,-0
22.9393122.552,-0
23.5566119.3504,-0
22.9229122.598,-0
22.9312122.5926,-0
22.9233122.6126,-0
22.8939122.6224,-0
22.9142122.6146,-0
22.9372122.5774,-0
22.9344122.6008,-0
22.9223122.66,-0
22.9358122.518,-0
22.9358122.6315,-0
22.9371122.6216,-0
22.9094122.5935,-0
22.9152122.6476,-0
22.9071122.6847,-0
22.8324122.6755,-0
22.833122.6865,-0
22.8513122.663,-0
22.8393122.6653,-0
22.8182122.7006,-0
22.9218122.6207,-0
22.9323122.6025,-0
22.9231122.6195,-0
22.931122.6359,-0
22.9343122.6792,-0
23.001122.5838,-0
23.021122.5441,-0
23.0148122.5552,-0
23.0193122.5897,-0
22.9589122.6173,-0
22.9271122.6016,-0
22.8882122.6289,-0
23.0118122.5564,-0
22.9891122.5624,-0
22.9671122.6103,-0
22.917122.6086,-0
22.9202122.638,-0
23.4837119.3458,-0
23.0177122.5576,-0
23.0069122.5536,-0
22.8941122.6174,-0
22.9322122.6036,-0
22.9372122.5677,-0
22.9588122.6107,-0
22.942122.6246,-0
23.0153122.5667,-0
22.9926122.5804,-0
23.0069122.5525,-0
22.8957122.6723,-0
22.9074122.6478,-0
22.8992122.6422,-0
22.8737122.699,-0
22.8855122.6184,-0
22.8898122.608,-0
22.8435122.7134,-0
22.8904122.6411,-0
22.9101122.623,-0
22.9869122.6053,-0
22.8481122.6839,-0
22.9188122.6647,-0
22.9222122.675,-0
22.92122.6287,-0
22.917122.6402,-0
22.9239122.6646,-0
22.933122.6646,-0
22.9159122.6928,-0
22.8681122.6696,-0
22.8373122.7089,-0
22.8993122.6361,-0
22.9466122.607,-0
22.9055122.6217,-0
23.0066122.6004,-0
22.9279122.565,-0
23.0239122.4799,-0
22.9259122.6362,-0
22.928122.6212,-0
22.8445122.7018,-0
22.8985122.6124,-0
22.9184122.6752,-0
22.9231122.6416,-0
22.9052122.6744,-0
22.8642122.7023,-0
22.8763122.6725,-0
22.914122.6403,-0
22.8995122.6282,-0
22.9283122.6447,-0
22.8981122.6018,-0
22.888122.6023,-0
22.9164122.5899,-0
22.8327122.7022,-0
22.9581122.5383,-0
22.9773122.6116,-0
22.8713122.7172,-0
22.8636122.6333,-0
22.9119122.5817,-0
22.9074122.594,-0
22.9044122.6769,-0
22.9518122.6745,-0
22.9089122.6403,-0
22.9077122.657,-0
22.8578122.6782,-0
22.8773122.6502,-0
22.8744122.6663,-0
22.9018122.6713,-0
22.8893122.6994,-0
22.872122.6748,-0
22.8735122.7125,-0
22.8807122.7116,-0
22.8876122.6706,-0
22.9016122.6985,-0
22.8573122.609,-0
22.8509122.6408,-0
22.9238122.6321,-0
23.0093122.5839,-0
22.9958122.5671,-0
24.8437121.6407,-0
22.9275122.5824,-0
22.9413122.5804,-0
22.924122.5863,-0
22.9253122.6309,-0
22.9239122.6606,-0
22.9292122.65,-0
22.9072122.6758,-0
22.9377122.6362,-0
22.9625122.6669,-0
22.8861122.6984,-0
22.9111122.6495,-0
22.9925122.621,-0
22.9777122.6143,-0
22.9136122.6322,-0
22.9218122.6376,-0
22.933122.6119,-0
22.8717122.7057,-0
22.9242122.6257,-0
22.8749122.6912,-0
22.8778122.6748,-0
22.9287122.6179,-0
22.9366122.6372,-0
22.9399122.6125,-0
22.9222122.6391,-0
22.9207122.6493,-0
22.8965122.6823,-0
22.8922122.7095,-0
22.9271122.6531,-0
22.9972122.6285,-0
23.0092122.5692,-0
23.0207122.5581,-0
22.9113122.6504,-0
22.9069122.6793,-0
22.9305122.6519,-0
22.9237122.6069,-0
22.932122.6379,-0
22.9122122.6604,-0
22.9153122.6398,-0
22.9284122.6311,-0
22.9361122.6393,-0
22.9237122.6324,-0
23.0134122.5793,-0
22.9229122.6841,-0
22.9454122.6167,-0
22.9984122.636,-0
22.9135122.6703,-0
22.9115122.6836,-0
25.0274295806885120.517593383789,-10.5080
22.9162122.6395,-0
22.9504122.6139,-0
22.9394122.6246,-0
22.9148122.6588,-0
22.9328122.6415,-0
23.0135122.6523,-0
22.9005122.6768,-0
22.9277122.6361,-0
22.9237122.6642,-0
22.8556122.6806,-0
22.8447122.7164,-0
22.9069122.6999,-0
22.8867122.6609,-0
22.9348122.6237,-0
22.9335122.6337,-0
22.9132122.6696,-0
22.9163122.6488,-0
22.8968122.6803,-0
22.9267122.6431,-0
22.9305122.6156,-0
22.9067122.653,-0
22.9298122.6353,-0
22.9286122.663,-0
22.9163122.6024,-0
22.8775122.7007,-0
22.9126122.6999,-0
22.9218122.6663,-0
22.9122122.6779,-0
22.9254122.6935,-0
22.907122.6822,-0
22.9166122.6553,-0
22.9114122.6717,-0
22.9079122.6454,-0
22.9014122.6876,-0
22.901122.6755,-0
22.916122.6722,-0
22.9642122.6683,-0
22.9977122.5653,-0
22.9959122.6241,-0
22.9856122.6541,-0
22.9895122.5861,-0
22.9701122.6197,-0
22.9971122.6101,-0
22.9645122.6359,-0
22.9195122.6217,-0
22.9558122.5734,-0
22.9473122.6022,-0
22.9269122.6028,-0
22.9377122.602,-0
22.9103122.6667,-0
22.9097122.7168,-0
22.9015122.711,-0
22.9246122.6447,-0
22.9191122.6836,-0
22.9137122.6935,-0
22.8919122.6782,-0
22.9124122.6743,-0
22.8907122.6944,-0
22.9285122.6319,-0
22.9208122.6759,-0
22.9222122.6655,-0
22.941122.613,-0
22.8992122.6472,-0
22.9061122.6787,-0
22.8899122.6404,-0
22.8457122.6857,-0
22.9324122.6149,-0
22.8812122.702,-0
22.8893122.6941,-0
22.9026122.7175,-0
22.9455122.5966,-0
22.926122.6032,-0
22.9463122.6098,-0
22.9151122.6595,-0
22.9274122.6928,-0
22.9249122.7115,-0
22.9377122.6295,-0
22.909122.7091,-0
22.935122.6561,-0
22.9169122.6829,-0
22.8775122.6708,-0
22.8983122.6737,-0
22.8674122.7122,-0
22.8729122.6816,-0
22.9067122.6364,-0
22.8692122.707,-0
22.9123122.705,-0
22.9314122.6626,-0
22.8779122.6857,-0
22.8857122.6715,-0
22.8953122.7083,-0
22.9047122.6317,-0
22.9242122.6662,-0
22.9271122.6456,-0
22.9628122.6628,-0
22.9786122.6468,-0
22.9359122.6555,-0
22.9339122.6709,-0
22.9463122.6344,-0
22.9096122.7075,-0
23.0231122.5904,-0
22.8925122.6869,-0
22.8903122.7006,-0
22.8747122.6396,-0
22.8634122.7023,-0
22.8734122.6767,-0
22.9144122.6836,-0
22.8794122.7086,-0
22.8818122.6947,-0
22.8997122.6752,-0
22.9177122.7047,-0
22.9058122.712,-0
22.907122.7122,-0
22.9217122.6503,-0
22.9169122.6842,-0
22.944122.6686,-0
22.9335122.6607,-0
22.9089122.636,-0
22.9377122.5943,-0
22.8716122.7155,-0
22.874122.7015,-0
22.8842122.7154,-0
22.8942122.6622,-0
22.8765122.7043,-0
22.9014122.663,-0
22.9407122.5802,-0
22.9483122.6462,-0
22.8868122.6743,-0
22.8846122.6879,-0
22.9221122.6757,-0
22.9231122.7101,-0
22.9742122.7075,-0
22.9987122.6678,-0
22.9914122.6739,-0
22.8993122.6825,-0
22.8976122.6932,-0
22.9148122.6674,-0
22.9063122.6372,-0
22.9074122.6988,-0
22.9427122.5782,-0
22.9003122.6653,-0
22.9028122.6833,-0
22.92122.6644,-0
22.9367122.7095,-0
22.8729122.7083,-0
22.9091122.6951,-0
22.911122.6817,-0
22.8819122.6963,-0
22.8523122.7164,-0
22.8655122.6841,-0
22.929122.6266,-0
22.9371122.6026,-0
22.9288122.645,-0
22.9272122.6394,-0
22.9272122.6137,-0
22.9201122.6901,-0
22.9186122.7008,-0
22.9185122.6614,-0
22.9143122.6904,-0
22.947122.6525,-0
22.9445122.6729,-0
22.9382122.702,-0
22.9339122.6705,-0
22.9308122.7103,-0
22.9514122.6062,-0
22.8916122.6909,-0
22.9238122.653,-0
22.8739122.6918,-0
22.8921122.6882,-0
22.9937122.6527,-0
22.8984122.6468,-0
22.8821122.6913,-0
22.9365122.6111,-0
22.92122.6644,-0
22.9062122.7021,-0
22.9193122.669,-0
22.9136122.709,-0
22.9051122.6468,-0
22.8904122.6844,-0
22.8952122.655,-0
22.8908122.6828,-0
22.8891122.6937,-0
22.924122.6231,-0
22.9093122.6792,-0
22.9327122.6538,-0
22.9119122.6993,-0
22.938122.6732,-0
22.938122.6132,-0
22.8928122.669,-0
22.9342122.6441,-0
22.9665122.5959,-0
22.8983122.7178,-0
22.9081122.711,-0
22.9097122.7001,-0
