經度緯度,電流強度(kA)0
25.0189121.4623,-0
25.024121.4794,-0
25.5629122.0173,-0
25.5172121.977,-0
24.7872121.9127,-0
24.5159121.8533,-0
24.525121.8625,-0
25.02121.4633,-0
25.0282121.4753,-0
25.0208121.4598,-0
25.031121.4682,-0
25.0201121.4881,-0
25.0339121.4758,-0
25.0267121.4703,-0
25.0188121.4849,-0
25.0189121.4672,-0
25.0161121.4735,-0
25.0176121.4527,-0
25.0105121.4596,-0
24.9027122.0343,-0
24.8991122.0196,-0
24.8653122.0107,-0
24.8859122.02,-0
24.8414121.9975,-0
25.0217121.4739,-0
25.0165121.4839,-0
25.0214121.4653,-0
25.0248121.4614,-0
24.876121.6933,-0
25.672122.1802,-0
25.4286121.9092,-0
25.4138121.8804,-0
24.8369121.7722,-0
25.0167121.4645,-0
25.0285121.4703,-0
25.5818122.2382,-0
25.5071122.1388,-0
25.0204121.5014,-0
25.0222121.4913,-0
25.0282121.4805,-0
25.0395121.4794,-0
24.755121.9539,-0
25.0189121.4738,-0
25.0275121.4729,-0
25.0071121.4838,-0
24.996121.4873,-0
25.4652122.1229,-0
25.7906122.1696,-0
25.5713121.9918,-0
25.0238121.4645,-0
25.5719122.1779,-0
25.676122.1697,-0
25.0845851898193121.515747070312,-23.7910
25.0197121.4799,-0
25.0196121.4954,-0
25.0345121.4849,-0
25.0006121.5205,-0
24.9334121.5982,-0
25.0205121.472,-0
25.0141121.4802,-0
24.7396121.9521,-0
25.564121.9243,-0
24.8767121.7647,-0
24.9053121.7595,-0
25.0113121.4798,-0
24.9991121.4948,-0
25.0147121.4915,-0
25.0303121.4816,-0
25.0189121.4771,-0
25.0297121.4644,-0
24.8844121.7049,-0
24.8723121.6955,-0
24.8991121.6547,-0
25.0227121.4654,-0
25.9755122.5483,-0
26.0276122.667,-0
25.8646122.4674,-0
25.0296121.4958,-0
25.0391121.4908,-0
25.0162121.4655,-0
24.9967121.4853,-0
25.8658122.058,-0
25.9317122.4889,-0
25.0116121.4715,-0
25.02121.4943,-0
25.0281121.4634,-0
24.5716121.8857,-0
24.5481121.8686,-0
25.894122.462,-0
24.5832121.8932,-0
25.0390014648438121.465927124023,-63.0850
24.5941121.893,-0
25.9087122.4857,-0
24.6148121.8952,-0
24.6002121.8888,-0
25.0236121.46,-0
25.021121.4748,-0
25.0243121.4781,-0
25.0191121.4997,-0
25.0219121.4843,-0
25.0418121.4788,-0
25.0249121.4602,-0
24.5829121.8859,-0
25.0251369476318121.469284057617,-27.6390
24.6155121.9145,-0
24.5598121.8855,-0
24.5892121.8925,-0
24.6033121.893,-0
24.558121.9056,-0
24.5594121.878,-0
25.021121.4644,-0
24.9281121.6514,-0
24.9481121.6636,-0
24.9469121.6429,-0
24.7237121.9552,-0
24.7152121.9604,-0
25.0074121.4593,-0
25.0139121.4708,-0
25.4516122.0579,-0
24.9952121.473,-0
24.9968121.4825,-0
24.8344121.8541,-0
26.2009122.6197,-0
24.6897121.9414,-0
25.8515122.1247,-0
25.0253121.4648,-0
25.468121.9276,-0
24.9946121.4858,-0
24.6164121.901,-0
25.0033121.4721,-0
25.0175121.4535,-0
24.5883121.891,-0
24.6302121.9144,-0
24.6218121.907,-0
24.5765121.8865,-0
26.1392122.5757,-0
24.5991121.8949,-0
24.6186121.8993,-0
24.682121.9334,-0
25.026121.4828,-0
24.9484121.6873,-0
24.7302121.9585,-0
24.8859121.6399,-0
25.0336121.5318,-0
24.8707121.8942,-0
26.0156122.3017,-0
25.6751122.0219,-0
24.8405121.9112,-0
24.8546121.9229,-0
25.5609122.0364,-0
24.725121.9532,-0
25.8178122.3304,-0
25.3839121.8539,-0
25.0159121.4563,-0
24.8329122.0149,-0
24.5932121.8914,-0
25.7728122.1633,-0
25.7237122.1349,-0
24.8954121.534,-0
25.0027121.4316,-0
24.2893121.7541,-0
24.9021121.624,-0
25.02121.462,-0
25.0191121.4691,-0
24.6659121.9304,-0
25.0175121.4611,-0
25.0186121.4672,-0
25.0137121.4555,-0
24.695121.8318,-0
25.4584121.9155,-0
24.7856121.851,-0
24.7637121.8723,-0
26.1693122.6015,-0
24.9831121.4855,-0
25.8736122.4911,-0
25.0273121.4694,-0
25.0078121.4676,-0
24.6045121.884,-0
24.6147121.8884,-0
25.1224689483643121.46614074707,-34.87250
24.5882121.8921,-0
24.6144121.904,-0
24.7993121.9489,-0
24.7887121.8708,-0
25.0148121.4621,-0
25.7236122.1575,-0
25.9266122.399,-0
24.7025121.9055,-0
25.0215121.4755,-0
25.8106122.2058,-0
24.8658121.8781,-0
24.82121.8645,-0
24.7411121.9017,-0
25.5107121.9232,-0
24.6661121.9301,-0
25.9977122.4975,-0
25.8993122.4731,-0
24.7312121.9411,-0
25.0197121.4585,-0
24.8567121.7226,-0
24.8392121.7144,-0
24.8632121.7363,-0
24.8519121.7449,-0
24.8681121.7294,-0
25.2367122.4171,-0
23.1318121.1969,-0
22.844121.6845,-0
22.6662121.9184,-0
22.7936121.7632,-0
22.8103121.7268,-0
22.8603121.6715,-0
22.6885121.8735,-0
21.9485645294189122.6484375,-70.6330
22.7845121.7845,-0
22.6983121.8933,-0
21.9809265136719122.708488464355,-12.1360
22.7754122.0569,-0
22.8612121.5397,-0
22.9809121.4607,-0
21.898401260376122.331230163574,-28.10150
22.9431121.5107,-0
22.8147121.615,-0
22.824121.6102,-0
22.8645121.5678,-0
22.86121.5806,-0
22.6501121.7525,-0
22.8172121.6139,-0
22.0172882080078122.187644958496,8.4730
21.7029876708984122.475715637207,-13.59750
21.7111549377441122.460350036621,-12.26550
22.7447121.6834,-0
22.8912121.5527,-0
21.8883228302002122.318672180176,-162.6520
21.7625122.4922,-0
21.6860256195068122.412933349609,-119.0850
22.9467121.4989,-0
22.7994121.608,-0
22.8783121.5615,-0
22.9928121.4659,-0
21.8297996520996122.334671020508,16.5760
22.7201121.7831,-0
22.8939121.6251,-0
22.2374286651611122.223075866699,-112.7760
22.0931434631348122.381050109863,-57.9790
22.7708121.6901,-0
22.8051121.6074,-0
22.6768121.6897,-0
22.6239121.7273,-0
24.1811122.2641,-0
24.4869122.511,-0
24.2891121.9708,-0
24.4729122.3676,-0
24.3626122.4064,-0
24.3535122.3939,-0
24.2441122.3962,-0
24.3661122.4843,-0
24.6448122.6667,-0
24.126121.7693,-0
24.2595122.3199,-0
24.3115122.3627,-0
24.2679122.3819,-0
24.2323122.3174,-0
24.2026122.3006,-0
24.333122.4817,-0
24.3806122.3889,-0
24.3744122.5488,-0
24.3519122.4141,-0
24.3493122.4454,-0
24.2697122.3752,-0
24.2964122.3909,-0
24.6487122.6371,-0
24.3931122.4659,-0
24.3085122.3698,-0
24.3679122.4477,-0
24.3856122.4843,-0
24.3246122.4478,-0
24.1932525634766121.962875366211,-3.7370
24.1371122.2943,-0
24.2524122.4081,-0
24.4027122.476,-0
24.4017122.5743,-0
24.356122.6296,-0
24.3953122.5693,-0
24.123121.7579,-0
24.3438510894775121.950416564941,8.41750
24.1791122.2768,-0
24.1413803100586121.870986938477,5.7350
24.2757122.321,-0
24.1734121.9038,-0
24.1414121.8087,-0
24.2703122.5712,-0
24.3568122.447,-0
24.3214122.4782,-0
24.3077122.3932,-0
24.1507122.2389,-0
24.2079906463623121.776947021484,4.5510
24.306122.4814,-0
24.2534122.3119,-0
24.292122.3467,-0
24.3751010894775121.954902648926,6.23450
24.3588409423828121.989936828613,19.980
24.066121.7106,-0
24.3534774780273121.983520507812,35.46450
24.3485126495361121.895217895508,8.93550
24.285795211792121.84228515625,4.12550
24.2987122.3916,-0
24.3729122.3509,-0
24.2784122.3453,-0
24.2169121.9313,-0
24.5261122.5549,-0
24.4997122.5533,-0
24.5313122.5695,-0
24.4231122.3982,-0
24.4872122.5186,-0
24.2594122.3414,-0
24.3274122.0721,-0
24.3448638916016121.93327331543,4.23650
24.5781122.5711,-0
24.3773574829102121.96492767334,-6.78950
24.3155122.0171,-0
24.3050956726074121.811973571777,7.82550
24.4422122.209,-0
24.5431122.5691,-0
24.2987365722656122.044021606445,-11.67350
24.555122.0788,-0
24.5646122.5222,-0
24.5572122.0837,-0
24.5321122.0332,-0
24.547122.0523,-0
24.5392122.0757,-0
24.5398122.5264,-0
24.5678122.0803,-0
24.2923121.9877,-0
24.5722122.0995,-0
24.6138122.1678,-0
24.698121.9527,-0
24.7089121.9369,-0
24.5287122.082,-0
24.5485122.0817,-0
24.6187122.1562,-0
24.5799122.0865,-0
24.5695122.0972,-0
24.5397122.0648,-0
24.6257122.1613,-0
24.6561121.9447,-0
24.9353122.0904,-0
24.9409122.0649,-0
24.904122.1147,-0
23.1209278106689122.28685760498,-157.3430
23.2230815887451122.171112060547,-13.2090
23.1780204772949122.280044555664,-7.78850
23.1194121.9459,-0
23.1234121.7605,-0
23.2409133911133122.358360290527,-19.7210
23.1684121.9344,-0
23.1779122.0383,-0
23.1572121.9246,-0
23.179122.0802,-0
23.1736122.0701,-0
23.2054122.0898,-0
23.1957122.1101,-0
23.1924122.1572,-0
23.2075122.1296,-0
23.2004122.1518,-0
23.2164122.0374,-0
23.1862121.9001,-0
23.2094121.905,-0
23.232349395752122.357467651367,21.33050
23.4489078521729122.276313781738,9.9160
23.1839121.9182,-0
23.2062122.0717,-0
23.2201122.0234,-0
23.2282121.9913,-0
23.204121.8801,-0
23.2384121.9498,-0
23.2488122.0269,-0
23.2196121.9093,-0
23.3721694946289122.165977478027,-8.86150
23.2422121.9104,-0
23.1662121.8787,-0
23.1824121.8376,-0
23.3042011260986122.222557067871,17.63050
23.1863121.9516,-0
23.1283435821533122.198997497559,-12.0620
23.1936416625977122.113128662109,31.4870
23.1556121.8393,-0
23.5733013153076122.257446289062,-8.93550
22.4423370361328118.624877929688,-29.0820
23.6212711334229122.07592010498,-16.44650
23.6599960327148122.082130432129,-110.4270
23.6802139282227121.972969055176,5.7350
23.6290264129639122.047409057617,-43.6970
23.5477121.9284,-0
23.6976146697998122.073905944824,10.4340
23.6462879180908122.03044128418,17.77850
21.67502784729121.636779785156,-15.7990
21.7910919189453121.580070495605,-125.7630
21.8394121.6425,-0
21.8314121.6593,-0
21.7477121.6895,-0
21.8779121.5772,-0
21.6924119.097,-0
21.7825121.8561,-0
21.8287121.878,-0
21.8147121.8953,-0
21.7749121.913,-0
21.7761121.8695,-0
21.7597121.9313,-0
21.7823121.9013,-0
21.8048121.8622,-0
21.7619121.8392,-0
21.7442121.9099,-0
21.7234121.918,-0
21.7712121.7931,-0
21.8896293640137121.446174621582,-105.210
21.7906121.8105,-0
21.765121.8196,-0
21.7571121.8256,-0
21.7597121.84,-0
21.7512454986572121.392417907715,12.70950
21.7033121.7747,-0
21.6737121.8184,-0
21.7185121.785,-0
21.7087121.7757,-0
22.1202121.6781,-0
22.1189121.7092,-0
22.0996121.6969,-0
21.709121.7932,-0
21.7168121.8063,-0
21.6882121.8164,-0
21.7121121.8041,-0
21.694121.8473,-0
21.7209121.8383,-0
22.1319121.6582,-0
21.9418121.6368,-0
21.9585121.6331,-0
21.9651121.659,-0
21.941121.7945,-0
22.0302121.6384,-0
22.0347347259521121.126914978027,-41.60650
21.9885121.6432,-0
22.0396121.6077,-0
22.0363121.5722,-0
22.0665121.6036,-0
22.0431121.6094,-0
22.070484161377121.115661621094,-80.12350
22.0356121.6225,-0
22.0096121.6423,-0
22.0179121.6087,-0
22.0599121.6095,-0
22.0198121.6488,-0
22.099121.5914,-0
22.0985121.6626,-0
21.7005118.9749,-0
21.7207119.0639,-0
21.6927118.9776,-0
21.7414119.0211,-0
21.7017118.9673,-0
21.6850070953369120.598014831543,-82.26950
23.6421985626221122.071807861328,5.7720
21.7593650817871120.548355102539,-47.19350
23.4716121.9551,-0
23.4998121.9991,-0
23.412121.8861,-0
23.6156787872314121.762153625488,-5.9940
23.4506121.9359,-0
23.4953121.9324,-0
23.6242961883545122.124862670898,15.6140
23.6775608062744122.002052307129,16.92750
23.6483936309814122.09156036377,-62.84450
23.6617984771729122.053810119629,13.37550
23.6512413024902122.094619750977,5.5870
23.6427917480469122.048446655273,11.78450
23.4792121.8497,-0
23.6451282501221122.008094787598,16.2060
23.7018985748291122.07642364502,-6.82650
23.6113121.9388,-0
23.6389121.9443,-0
23.674991607666122.029144287109,-124.1910
23.6197121.9118,-0
23.6936073303223122.105422973633,-6.1420
23.6754608154297122.070014953613,-42.0690
23.5846121.916,-0
23.6054121.9392,-0
23.5586121.8624,-0
23.6434121.9351,-0
23.6907121.9097,-0
23.7189121.9365,-0
23.7075121.9027,-0
23.7181777954102122.074684143066,-15.4660
23.7428207397461121.940216064453,-12.9130
23.6487121.9166,-0
23.5966121.867,-0
23.6625121.8714,-0
23.6344121.8466,-0
23.6054439544678122.111129760742,-6.34550
23.6509780883789122.036598205566,8.1030
23.585121.9819,-0
23.6863121.8821,-0
23.7101121.89,-0
23.6498489379883121.95435333252,-22.32950
23.668550491333122.073295593262,-48.37750
23.7783679962158122.268936157227,-6.1050
23.6958121.8752,-0
23.6909121.8958,-0
23.5708121.9137,-0
23.5757121.895,-0
23.6311121.9464,-0
23.5523121.8674,-0
23.7263121.8955,-0
23.7369121.9249,-0
23.6372121.971,-0
23.9507122.3485,-0
23.9592122.3414,-0
23.972122.3644,-0
23.6089121.8668,-0
23.596121.8512,-0
23.6531121.883,-0
23.7153121.946,-0
23.8119773864746122.178726196289,-112.9060
23.7312121.9979,-0
23.7236122.0092,-0
23.6848121.9843,-0
23.7235122.0285,-0
23.7069121.9805,-0
23.702121.9342,-0
23.6343122.0213,-0
23.6109121.9763,-0
23.6225121.982,-0
23.6751689910889122.177642822266,9.63850
23.7393856048584122.044799804688,47.78550
23.7478923797607122.080024719238,-25.99250
23.716121.8918,-0
23.8445091247559121.917358398438,-4.3290
23.6541122.0152,-0
23.6695122.0093,-0
23.7029121.9714,-0
23.6742121.9655,-0
23.6677121.9728,-0
23.687121.9702,-0
23.7117347717285122.095092773438,-7.86250
23.7331085205078122.084045410156,8.26950
23.6322121.9839,-0
23.6279121.9747,-0
23.5958121.9432,-0
23.7365131378174122.168098449707,-9.23150
23.6887121.9894,-0
23.7049121.9654,-0
23.7152121.9462,-0
23.6797121.9849,-0
23.6896121.9731,-0
23.7002121.9357,-0
23.7828121.9834,-0
23.788121.9009,-0
23.7009121.9988,-0
23.6773122.0296,-0
23.8032531738281122.057708740234,14.3560
23.6054630279541122.31510925293,6.2530
23.6856121.9894,-0
23.6975121.9912,-0
23.7316017150879122.136947631836,-46.08350
23.7340908050537122.295913696289,6.7340
23.7306121.9713,-0
23.7324121.9914,-0
23.7211246490479122.174407958984,15.66950
23.979122.2991,-0
23.9567122.3255,-0
23.7317981719971122.131156921387,-185.1480
23.6944121.9952,-0
23.6568121.9541,-0
23.675121.9842,-0
24.0946122.2836,-0
24.0477122.3255,-0
24.0652122.288,-0
23.7967071533203122.003761291504,12.08050
23.7229804992676122.199798583984,9.9530
23.9743728637695121.984230041504,-121.8040
21.9739589691162118.100540161133,22.36650
23.6713121.9973,-0
23.654121.9578,-0
23.6838121.9866,-0
23.69122.0018,-0
23.7122.004,-0
23.6814122.0072,-0
23.7148532867432122.175674438477,-33.0040
23.7364025115967122.142036437988,-6.9930
23.7642122.0049,-0
23.6282121.9539,-0
23.7016122.0009,-0
23.5992121.9023,-0
23.6065121.91,-0
23.7897121.9835,-0
23.7468122.0044,-0
23.6916121.9919,-0
23.6915122.0091,-0
23.759220123291122.134872436523,41.2920
23.6747121.9964,-0
23.6606121.9709,-0
23.7399616241455122.151679992676,7.9920
23.7214122.0263,-0
23.7372798919678122.190856933594,9.37950
23.7091122.0083,-0
21.735221862793118.224700927734,-23.0510
23.7809410095215122.145027160645,-7.1410
23.8124370574951122.149261474609,19.92450
23.7826709747314122.033729553223,17.55650
23.8489246368408121.95255279541,5.56850
23.8015193939209122.068237304688,13.4680
24.3119335174561122.352882385254,-138.0650
24.0346698760986121.934173583984,-6.9560
23.9243121.8763,-0
23.9363121.876,-0
23.7465121.9942,-0
23.7401121.982,-0
23.7274121.9535,-0
23.7924003601074122.127227783203,7.2520
23.8151664733887122.117500305176,26.270
23.6643122.0187,-0
23.9629122.0905,-0
23.9209480285645122.135971069336,9.89750
23.9052122.0318,-0
23.8469886779785121.996932983398,-5.71650
23.8351122.0002,-0
24.2472122.1784,-0
23.7325122.0371,-0
23.7582874298096122.189353942871,-8.1770
23.7006121.9941,-0
23.6919121.9866,-0
23.7204122.0148,-0
23.8611850738525122.057075500488,16.3170
23.5407122.0124,-0
21.7735119.1588,-0
23.8746121.9769,-0
24.0778122.1915,-0
24.0341122.1548,-0
23.8953609466553122.135246276855,14.30050
23.8006629943848122.192863464355,-23.680
23.8685989379883122.036331176758,5.82750
23.8835029602051122.133209228516,-8.82450
23.8371121.9956,-0
23.9688122.084,-0
23.4911460876465122.433242797852,16.00250
23.7044121.9923,-0
23.8661121.9607,-0
23.8756121.968,-0
23.9909954071045122.126953125,7.93650
23.6036121.9288,-0
23.6067122.0071,-0
23.4488121.8657,-0
23.6779121.995,-0
23.7054122.0126,-0
23.7227122.0083,-0
23.7298122.0282,-0
23.7342122.0356,-0
24.0469122.1022,-0
24.0153122.0661,-0
24.0851497650146122.083168029785,-5.60550
23.9661693572998122.329032897949,7.08550
24.0507122.04,-0
24.0173122.0631,-0
23.8392925262451121.990852355957,-5.90150
23.9748706817627122.131362915039,5.550
24.1878122.239,-0
23.7035122.0067,-0
24.0665340423584122.078987121582,-6.49350
23.6170196533203122.199813842773,-117.6230
23.5755121.9816,-0
23.6486587524414122.175170898438,-84.8040
24.0945091247559122.160690307617,9.97150
21.778119.097,-0
21.7781119.0323,-0
23.6650524139404122.16837310791,-8.26950
24.0361122.0426,-0
24.0115122.0167,-0
24.0324122.0259,-0
24.013122.0331,-0
23.9173717498779122.160446166992,13.2090
21.8225119.3343,-0
24.0583122.0363,-0
24.5745122.3996,-0
23.6955966949463122.170967102051,-158.2490
23.7060947418213122.173233032227,-15.0960
24.6593933105469122.322708129883,-18.99950
23.7033309936523122.191070556641,13.74550
23.6048121.9508,-0
23.6155121.9928,-0
23.801121.9318,-0
23.8175121.9513,-0
21.7916119.2263,-0
21.7823119.1204,-0
23.8808121.975,-0
23.9415121.9667,-0
23.7042465209961122.187110900879,24.7160
21.8233119.0364,-0
21.84119.069,-0
21.8387119.1945,-0
21.8199119.1789,-0
24.7946796417236122.245834350586,-32.8560
21.9123119.1766,-0
21.9372119.1989,-0
21.9113119.1868,-0
24.2932122.0154,-0
24.3054122.0361,-0
24.2857121.9985,-0
24.7773121.8451,-0
24.7589121.7872,-0
24.7538121.8122,-0
24.8206122.3083,-0
24.7728121.8562,-0
24.2928122.0072,-0
24.807689666748122.307281494141,-33.50350
24.7657127380371122.302490234375,-39.0350
24.7547121.8103,-0
24.741121.8191,-0
24.3108122.032,-0
24.576122.183,-0
24.5897122.102,-0
24.773121.8283,-0
24.7726121.8036,-0
24.7682819366455122.207366943359,6.27150
24.7872121.8158,-0
24.3024121.9925,-0
24.3193122.0405,-0
24.7993121.7974,-0
24.7845121.8157,-0
24.3273122.0383,-0
21.9002119.165,-0
21.8938119.1353,-0
21.8826119.1143,-0
21.8655119.1123,-0
24.3203122.0194,-0
24.8433895111084122.331504821777,-7.770
24.8148121.7784,-0
24.3366122.0435,-0
21.7035119.0117,-0
24.7061367034912122.326477050781,-54.11250
24.5882122.1978,-0
24.76100730896122.308746337891,6.08650
24.3088122.0008,-0
24.2953122.0135,-0
21.8301119.0554,-0
24.5449122.1558,-0
24.8195121.7678,-0
24.3543122.0464,-0
24.8511905670166122.378150939941,-15.96550
24.8658121.8035,-0
24.4136122.3093,-0
24.4609122.1936,-0
24.8606122.2645,-0
24.3083121.9979,-0
24.2892122.0114,-0
24.7248878479004122.27074432373,-24.8270
24.7864121.751,-0
24.7963121.7392,-0
24.2699121.9235,-0
24.2643121.8977,-0
24.7284297943115122.312843322754,8.38050
24.2974122.0319,-0
24.7594108581543122.334892272949,-28.0090
24.3037122.0256,-0
24.2547121.8949,-0
24.3281122.0545,-0
24.3055122.0189,-0
24.292122.0018,-0
24.2193121.8229,-0
24.3088122.0284,-0
24.3235122.0364,-0
24.8665122.315,-0
24.8214122.3087,-0
24.8384122.2926,-0
24.3261122.0636,-0
24.8658122.322,-0
24.7978122.2957,-0
24.8598122.3114,-0
24.9179122.6745,-0
24.3069122.0097,-0
24.8288122.3055,-0
25.0416122.3202,-0
25.0062122.2639,-0
24.4017122.0051,-0
24.8479122.3014,-0
24.3049122.0187,-0
24.3208122.0298,-0
24.3097122.0213,-0
24.7607121.8204,-0
24.3154122.0269,-0
24.2499121.8779,-0
24.8627121.7799,-0
24.4541122.1019,-0
24.2999122.011,-0
21.9112119.2014,-0
24.2976122.0048,-0
24.2126121.7766,-0
24.883122.3165,-0
24.8555121.7661,-0
24.8756121.7637,-0
24.2335121.8124,-0
24.5208122.144,-0
24.5394122.1378,-0
24.9248122.2967,-0
24.3291122.0497,-0
24.7956104278564122.301719665527,-67.28450
25.1416122.5329,-0
25.0594122.624,-0
25.0658122.648,-0
24.9173121.7435,-0
24.305122.0037,-0
24.780912399292122.435035705566,-26.10350
24.9133121.7202,-0
24.2394121.8471,-0
24.7764121.8278,-0
24.2881122.0047,-0
24.9494121.7284,-0
24.3208122.033,-0
24.9111121.7431,-0
24.5489122.0844,-0
24.9056167602539122.428382873535,-11.7290
24.9181121.7839,-0
24.5175122.0741,-0
24.826121.7821,-0
24.9165121.7248,-0
24.8207121.7724,-0
24.8143121.7817,-0
24.9361121.7562,-0
24.9163121.7376,-0
24.912121.7401,-0
24.852502822876122.315925598145,-61.54950
24.527122.2019,-0
24.507122.2309,-0
24.5066122.1775,-0
24.4925122.179,-0
24.9171121.72,-0
24.9507121.9115,-0
24.9205121.7515,-0
24.9108121.7543,-0
24.8543701171875122.326683044434,-33.5590
24.9109121.7308,-0
24.927121.7443,-0
24.6437122.181,-0
24.9252121.7597,-0
24.9313121.7544,-0
24.9273121.7421,-0
24.9005121.7591,-0
24.9132121.7676,-0
24.5034122.0336,-0
24.8887121.7238,-0
24.9247121.7793,-0
25.255122.5492,-0
24.9341121.7448,-0
25.1431122.3066,-0
21.8111119.2596,-0
24.9448121.7408,-0
24.9222121.7368,-0
24.8640098571777122.33602142334,-43.3640
24.9325121.736,-0
24.9424121.7513,-0
25.2399122.4291,-0
25.1343122.284,-0
24.5135122.0551,-0
21.8482119.1539,-0
21.8487119.2065,-0
24.9257121.8002,-0
24.8987121.7839,-0
24.931121.734,-0
24.9496121.7391,-0
24.9314121.7068,-0
24.9393121.7671,-0
24.8580551147461122.331680297852,-18.870
24.9318121.7522,-0
24.923121.7492,-0
24.9426121.7389,-0
24.954121.7366,-0
25.3402122.6746,-0
25.3076122.5776,-0
25.3174122.6146,-0
25.2798122.6212,-0
21.7701119.0333,-0
24.8904342651367122.32901763916,-19.5730
24.5831122.1497,-0
24.5802122.219,-0
24.5678122.2391,-0
24.913121.7527,-0
24.9237121.763,-0
24.9456121.7331,-0
24.9297121.7277,-0
25.2456122.4914,-0
24.9658121.7291,-0
24.8291121.7915,-0
24.9014121.7614,-0
24.9728121.7687,-0
24.9173121.7176,-0
24.9485121.7303,-0
24.9472121.7223,-0
24.9829121.7298,-0
24.962121.7705,-0
24.8778629302979122.34797668457,-91.6490
24.6587122.169,-0
24.6381122.3145,-0
24.9652121.6984,-0
24.9617121.7172,-0
25.2998561859131122.316734313965,-37.0740
25.0255121.6884,-0
24.6106122.2151,-0
25.256122.4267,-0
21.8463119.1255,-0
24.9609121.7395,-0
24.5958122.2438,-0
24.6378122.1155,-0
25.4189122.6544,-0
25.1699504852295122.364753723145,-13.4310
24.9253121.7583,-0
24.9367121.733,-0
24.9076366424561122.334945678711,-67.43250
24.8495122.029,-0
24.8407122.0527,-0
22.043119.3201,-0
24.8389121.7496,-0
24.941121.7143,-0
24.9795121.7221,-0
25.0004121.7044,-0
21.9102119.2991,-0
22.8117980957031122.71509552002,-51.3190
24.9287872314453122.285835266113,-6.6230
24.9809121.761,-0
24.9792121.7072,-0
24.9822121.73,-0
24.979121.7483,-0
25.2857704162598122.641143798828,-9.1760
25.1844730377197122.570915222168,7.86250
24.9781121.7076,-0
