經度緯度,電流強度(kA)0
23.4348122.2197,-0
23.4896122.3046,-0
23.4562122.2729,-0
23.4558122.2719,-0
23.5697122.247,-0
23.5697122.247,-0
23.5703122.2417,-0
23.554122.2892,-0
23.554122.2892,-0
23.7322101593018122.342010498047,6.64150
23.626122.4667,-0
23.6102122.3951,-0
23.7315122.4459,-0
23.6638122.3388,-0
23.4624122.2326,-0
23.4419122.3186,-0
23.4205122.2594,-0
23.4066122.2115,-0
23.4358122.2894,-0
23.4385122.2969,-0
23.4434122.31,-0
23.4903122.1986,-0
23.4523122.2484,-0
23.4437122.311,-0
23.4341122.2848,-0
23.424122.2224,-0
23.4184122.2232,-0
23.4299122.2152,-0
23.4415122.227,-0
23.4342122.2364,-0
23.4432122.2971,-0
23.4631122.3508,-0
23.4726122.2312,-0
23.4806122.2544,-0
23.5081122.2534,-0
23.4938122.3032,-0
23.482122.231,-0
23.5228122.2473,-0
23.58122.2766,-0
23.5313122.209,-0
23.5672912597656122.340476989746,-7.6960
23.425122.4208,-0
23.5247122.3929,-0
23.4617122.3782,-0
23.4756122.3367,-0
23.4697122.3215,-0
23.6485122.2737,-0
23.6655122.2834,-0
23.6321122.2467,-0
23.6321122.2467,-0
23.6528122.2446,-0
23.6528122.2446,-0
23.4968122.1883,-0
23.4819122.1751,-0
23.49122.1815,-0
23.4896122.2156,-0
23.4524122.2494,-0
23.4876122.1807,-0
23.4714122.163,-0
23.4944122.1901,-0
23.459122.2551,-0
23.4856122.1567,-0
23.4562122.2373,-0
23.4739122.2964,-0
23.523122.1987,-0
23.482122.161,-0
23.5124122.2708,-0
23.4617122.2897,-0
23.4698122.2608,-0
23.4661122.3137,-0
23.4432122.2547,-0
23.4715122.2427,-0
23.4464122.34,-0
23.5405122.1879,-0
23.545122.2085,-0
23.55122.2306,-0
23.5516122.223,-0
23.5538122.2919,-0
23.4789122.4053,-0
23.4688122.3906,-0
23.9493122.698,-0
23.4395122.3846,-0
23.441122.3892,-0
23.432122.2591,-0
23.497122.3922,-0
23.4611122.2998,-0
23.4771122.3209,-0
23.4696712493896122.395622253418,8.63950
23.463122.2811,-0
23.4591122.2634,-0
23.4261122.2488,-0
23.4568122.2833,-0
23.3570575714111121.796974182129,-6.08650
23.4412122.2232,-0
23.499122.2529,-0
23.487122.2263,-0
23.474122.2543,-0
23.4847122.2771,-0
23.4808122.2679,-0
23.4774122.2625,-0
23.4825122.3141,-0
23.522122.3235,-0
23.5047122.2844,-0
23.4752122.2253,-0
23.4727122.1879,-0
23.4618122.2202,-0
23.4982122.2274,-0
23.7206122.2867,-0
23.6838122.2337,-0
23.7019122.2564,-0
23.7271122.2914,-0
23.7091122.2833,-0
23.6676122.2751,-0
23.6944122.3048,-0
23.0398122.1831,-0
23.0327122.266,-0
23.042122.257,-0
23.047122.2741,-0
23.0574122.2822,-0
23.0823122.2994,-0
23.0407122.3652,-0
23.0955122.3196,-0
23.5148122.2037,-0
23.4725723266602122.408081054688,8.9540
23.4337122.2213,-0
23.4259122.2674,-0
22.8597354888916121.485595703125,-11.52550
23.5063122.2269,-0
23.4559122.3187,-0
23.4593122.3279,-0
23.4584122.2442,-0
23.7522122.3925,-0
23.7581122.44,-0
23.6967122.2934,-0
23.923122.6961,-0
23.923122.6961,-0
23.4589122.3794,-0
23.6805122.2177,-0
23.6752122.21,-0
23.6784122.1961,-0
23.6938122.218,-0
23.803122.3738,-0
23.5321006774902122.414054870605,-96.0150
23.5584122.2489,-0
23.5294122.2023,-0
23.5232122.2117,-0
23.5078122.2658,-0
23.4776122.2687,-0
23.5452122.229,-0
23.5452122.229,-0
23.5293122.2069,-0
23.545122.2374,-0
23.545122.2374,-0
23.5362122.2962,-0
23.5254122.2732,-0
23.5343122.2898,-0
23.5301303863525122.43733215332,-25.91850
23.6127122.312,-0
23.7121122.305,-0
23.7082122.2841,-0
23.4962122.2151,-0
23.4943122.211,-0
23.5135122.2619,-0
23.5266122.2901,-0
23.5568122.344,-0
23.4818122.3366,-0
23.4778122.3264,-0
23.5091122.3053,-0
23.7523122.3224,-0
23.6926122.2871,-0
23.6655122.248,-0
23.6655122.248,-0
23.6950244903564122.383209228516,-15.37350
23.6663122.2457,-0
23.6591122.2347,-0
23.6493122.2273,-0
23.6604122.2248,-0
23.7667122.319,-0
23.4552122.3301,-0
23.4777122.3337,-0
23.4475122.2806,-0
23.4562122.3032,-0
23.692325592041122.385543823242,-6.27150
23.4839122.3123,-0
23.4973122.3451,-0
23.494122.3484,-0
23.6414122.3647,-0
23.6113758087158122.493690490723,-25.65950
23.7587122.4847,-0
23.7576122.2943,-0
23.5311122.2363,-0
23.5484122.2709,-0
23.5347122.234,-0
23.5412122.2469,-0
23.5387122.2335,-0
23.522122.2007,-0
23.4897122.252,-0
23.4659122.2765,-0
23.513122.2464,-0
23.5227122.2668,-0
23.5218122.2233,-0
23.5144122.2121,-0
23.735122.3498,-0
23.7488122.3576,-0
23.6888122.3053,-0
23.8368122.2699,-0
23.8716793060303122.190811157227,5.08750
23.7553122.1872,-0
23.7809122.2734,-0
23.7901122.2484,-0
23.7998122.3005,-0
23.7991122.2696,-0
23.7994122.3185,-0
23.8216122.2945,-0
23.8144122.2675,-0
23.8141122.2794,-0
23.804122.3272,-0
23.7779122.2897,-0
23.7856122.3295,-0
23.7792122.2369,-0
23.7903122.2453,-0
23.802122.264,-0
23.7886122.2507,-0
23.8359122.2731,-0
23.8169122.2536,-0
23.8183122.2534,-0
23.8142122.256,-0
23.8229122.2591,-0
23.8417122.3014,-0
23.8217122.2763,-0
23.4293122.311,-0
23.4518122.3825,-0
23.4312122.3234,-0
23.5043122.316,-0
23.4863122.2739,-0
23.4876122.3275,-0
23.4859122.2628,-0
23.5196122.3407,-0
23.5103122.3503,-0
24.3084774017334121.450820922852,2.7380
23.5116122.3904,-0
23.5394122.267,-0
23.5271122.242,-0
23.5327122.2492,-0
23.5338122.3946,-0
23.5147122.3522,-0
23.7081122.2194,-0
23.7623122.2552,-0
23.7146122.278,-0
23.7193122.2667,-0
23.5424122.2182,-0
23.5427122.2966,-0
23.5629119873047122.383041381836,-16.7980
23.4913122.2937,-0
23.544122.4265,-0
23.6736122.1841,-0
23.7622122.337,-0
23.7011122.2708,-0
23.6946122.2856,-0
23.7173122.3904,-0
23.4645122.2968,-0
23.4711122.3135,-0
23.4751122.2586,-0
23.5036122.3233,-0
23.44122.2828,-0
23.4371122.2749,-0
23.5006122.3882,-0
23.4313122.2782,-0
23.4605122.3428,-0
23.5654122.4746,-0
23.5543122.4154,-0
23.477122.3285,-0
23.4817047119141122.463806152344,-59.62550
23.4883122.3147,-0
23.5043122.3536,-0
23.5532122.2614,-0
23.5525122.2712,-0
23.5116122.4391,-0
23.4938122.3619,-0
23.4787122.324,-0
23.4918122.2808,-0
23.5413122.4327,-0
23.5004122.4136,-0
23.5207122.3947,-0
23.5273122.4019,-0
23.4359122.3551,-0
23.5996122.2992,-0
23.5774122.2692,-0
23.6879122.229,-0
23.6879122.229,-0
23.6791122.2219,-0
23.6925122.2329,-0
23.6925122.2329,-0
23.6902122.2314,-0
23.4884122.3703,-0
23.4691122.4224,-0
23.698122.2865,-0
23.731122.3756,-0
23.4535122.4629,-0
23.7331122.2059,-0
23.7282122.159,-0
23.7388122.1535,-0
23.7472122.1536,-0
23.7648122.1835,-0
23.4608122.2836,-0
23.516122.2866,-0
23.5394122.2809,-0
23.7844122.4155,-0
23.7252122.3963,-0
23.7391122.4045,-0
23.6872122.3342,-0
23.7039122.327,-0
23.7066122.3203,-0
23.506122.3725,-0
23.7132122.2433,-0
23.725122.2621,-0
23.7743122.3267,-0
23.7154122.2991,-0
23.7188122.3235,-0
23.6991122.3407,-0
23.7304122.2702,-0
23.4536122.215,-0
23.6883122.2069,-0
23.7172122.2539,-0
23.7095122.287,-0
23.6875122.2449,-0
23.6875122.2449,-0
23.7774122.3311,-0
23.7169122.2694,-0
23.7013122.2606,-0
23.7022122.2639,-0
23.6982122.252,-0
23.6929779052734122.352836608887,-6.60450
23.6895122.2352,-0
23.6855122.2293,-0
23.6813122.2175,-0
23.6408122.2043,-0
23.6408122.2043,-0
23.4536122.3555,-0
23.5086122.4667,-0
23.5564122.3447,-0
23.5478122.3471,-0
23.5793122.41,-0
23.5682122.2711,-0
23.558122.2516,-0
23.5387122.3415,-0
23.5041389465332122.347747802734,-36.630
23.5071122.1755,-0
23.4622122.2249,-0
23.4915122.3069,-0
23.4741122.2707,-0
23.4863122.2375,-0
23.5268122.2297,-0
23.447122.3117,-0
23.4607122.2756,-0
23.4775122.3719,-0
23.4752122.2912,-0
23.4701122.2789,-0
23.4753122.2681,-0
23.5298122.3969,-0
23.5613122.4721,-0
23.5807122.3369,-0
23.5642122.3588,-0
23.501895904541122.351570129395,-54.3160
23.7471122.3118,-0
23.7213122.2612,-0
23.7344122.2943,-0
23.7187122.3129,-0
23.7648122.3596,-0
23.7639122.3364,-0
23.6581122.2017,-0
23.6581122.2017,-0
23.6762122.2326,-0
23.7808122.3422,-0
23.7363122.3022,-0
23.7179122.3108,-0
23.6839122.22,-0
23.7412122.3033,-0
23.7389122.303,-0
23.8258122.3999,-0
23.7584122.3102,-0
23.7302122.29,-0
23.7096122.2519,-0
23.6866122.2811,-0
23.6856122.2955,-0
23.7599122.3094,-0
23.4982122.3823,-0
23.4665122.3342,-0
23.4697122.3425,-0
23.4975122.4114,-0
23.4656122.3367,-0
23.5015122.4123,-0
23.4611122.3326,-0
23.477122.3751,-0
23.7488122.2906,-0
23.8477122.4013,-0
23.7733122.3015,-0
23.7369122.2159,-0
23.7341122.2141,-0
23.5382122.3757,-0
23.1170215606689122.470069885254,11.34050
23.113122.2295,-0
23.1138122.3869,-0
23.5547122.4623,-0
23.4993122.4569,-0
23.5662122.6029,-0
23.5404122.5343,-0
23.5305122.5331,-0
23.1148122.3211,-0
23.1142122.2772,-0
23.1181122.2939,-0
23.5406122.363,-0
23.5514122.3764,-0
23.5106122.4648,-0
23.7467122.3296,-0
23.7178122.3292,-0
23.7345122.2819,-0
23.7482122.2097,-0
23.7705122.3047,-0
23.7575122.2805,-0
23.7327122.2196,-0
23.7302122.2237,-0
23.7404122.2113,-0
23.7397122.2065,-0
23.7242122.2714,-0
23.693122.2457,-0
23.7368122.1993,-0
23.7274122.1907,-0
23.7193122.1837,-0
23.7308122.197,-0
23.7362122.3263,-0
23.7597122.2966,-0
23.7816122.2861,-0
23.7566122.2603,-0
23.7571122.259,-0
23.7391122.2234,-0
23.7169122.1956,-0
23.7454738616943122.253952026367,-32.46750
23.7327122.3076,-0
23.7235122.3324,-0
23.5578122.27,-0
23.5918122.3253,-0
23.604122.3766,-0
23.7079122.1954,-0
23.7048122.1913,-0
23.7375122.2745,-0
23.8089122.3727,-0
23.7801122.3568,-0
23.7736122.3371,-0
23.724122.2924,-0
23.689122.2956,-0
23.6798122.2911,-0
23.7594122.2794,-0
23.428122.3098,-0
23.7183122.2446,-0
23.7958122.4718,-0
23.7141122.2725,-0
23.7211122.277,-0
23.7377122.3442,-0
23.5698122.3895,-0
23.5193122.3202,-0
23.5091122.3619,-0
23.7907122.3226,-0
23.7281122.3141,-0
23.7232122.2431,-0
23.7403122.2495,-0
23.7314122.2725,-0
23.7895122.2688,-0
23.7461122.3152,-0
23.6944122.3772,-0
23.7405122.3113,-0
23.7205122.2814,-0
23.721122.2801,-0
23.7368122.2999,-0
23.777122.2635,-0
23.8187122.3931,-0
23.6941122.2158,-0
23.7048122.2337,-0
23.7249122.2379,-0
23.7151122.2611,-0
23.7083122.2318,-0
23.7033122.2617,-0
23.7886122.2428,-0
23.4861122.3434,-0
23.7208122.2024,-0
23.7289122.2132,-0
23.5362122.2367,-0
23.5178122.222,-0
23.5127122.2733,-0
23.4715122.2185,-0
23.4511122.2356,-0
23.5107122.1998,-0
23.5277122.2167,-0
23.5364122.2451,-0
23.4923122.2449,-0
23.5419122.2215,-0
23.5615122.282,-0
23.5292122.2916,-0
23.475122.3679,-0
23.498122.3792,-0
23.5151122.3863,-0
23.5842122.3336,-0
23.565122.2955,-0
23.5746122.2909,-0
23.7035122.2204,-0
23.6982122.2128,-0
23.7311122.2769,-0
23.6912122.282,-0
23.8461122.4492,-0
23.7467122.2236,-0
23.8266122.2412,-0
23.7416122.2722,-0
23.7508122.2476,-0
21.8296119.7371,-0
21.8296119.7371,-0
23.7264122.2421,-0
23.7822122.338,-0
23.7312122.3069,-0
23.7387122.2867,-0
23.766122.307,-0
23.7197122.275,-0
23.7498122.2787,-0
23.7411122.3031,-0
23.719122.2873,-0
23.7791122.3367,-0
23.75122.2785,-0
23.7524122.2719,-0
23.765079498291122.363410949707,-12.11750
23.7694122.3319,-0
23.7809122.3346,-0
23.7669122.3169,-0
23.7358122.2787,-0
23.5536122.3264,-0
23.6428122.5873,-0
23.6285122.5551,-0
23.7835122.2395,-0
23.7758122.2316,-0
23.8193122.3497,-0
23.743122.2541,-0
23.7292122.204,-0
23.7128122.1659,-0
23.7094122.1684,-0
23.6994122.1605,-0
23.6907122.129,-0
23.7313122.1824,-0
23.7485122.2796,-0
23.7342122.2775,-0
23.7677122.3235,-0
23.753122.2386,-0
23.7459122.2836,-0
23.7405122.3189,-0
23.7355122.333,-0
23.7334122.363,-0
23.7793122.3218,-0
23.6986122.3459,-0
23.7215122.3809,-0
23.8116122.5195,-0
23.7806122.4693,-0
23.7689122.487,-0
23.7808122.5069,-0
23.6764122.3009,-0
23.736122.366,-0
23.6775122.3914,-0
23.6477122.4081,-0
23.6672122.4086,-0
23.667122.3736,-0
23.7079122.4087,-0
23.7074122.3381,-0
23.6627122.3138,-0
23.672122.2902,-0
23.687122.3143,-0
23.7110710144043122.532333374023,-36.8890
23.6222122.2748,-0
23.5669122.2745,-0
23.5695122.2795,-0
23.5721122.2985,-0
23.5136122.3156,-0
23.6457122.3117,-0
23.6683122.2843,-0
23.6988122.3287,-0
23.7575550079346122.436302185059,-6.9190
23.7914122.3265,-0
23.7819122.3104,-0
23.7828122.2409,-0
23.7689122.2724,-0
23.7773122.2674,-0
23.7706122.2882,-0
23.7788122.2833,-0
23.7673122.2665,-0
23.7607122.3206,-0
23.815122.2299,-0
23.854122.2602,-0
23.7199954986572122.383682250977,-26.5290
23.7102122.2442,-0
23.717122.225,-0
23.6966122.2115,-0
23.7741122.329,-0
23.7745122.3276,-0
23.7516122.2785,-0
23.7306122.2551,-0
23.7576122.1611,-0
23.7573122.288,-0
23.7479122.3221,-0
23.7403122.2872,-0
23.7987122.3336,-0
23.7832122.2387,-0
23.7952122.2501,-0
23.7935122.2557,-0
23.7696122.2647,-0
23.7669122.2728,-0
23.6855122.2239,-0
23.6798122.2155,-0
23.7746122.3197,-0
23.6962122.2323,-0
23.6921122.2265,-0
23.7187309265137122.389434814453,-9.60150
23.8311122.2359,-0
23.767122.3048,-0
23.7651122.3105,-0
23.7453122.3305,-0
23.7123122.2352,-0
23.6944122.2462,-0
23.6952122.2922,-0
23.742122.2976,-0
23.76122.2956,-0
23.7567122.3054,-0
23.7287122.3461,-0
23.7991122.1706,-0
23.8452122.2747,-0
23.8026122.1945,-0
23.7406122.3397,-0
23.6918122.3054,-0
23.7316360473633122.429298400879,-11.7290
23.7409122.2624,-0
23.8376122.3314,-0
23.7426122.3516,-0
23.7558122.274,-0
23.7562122.2726,-0
23.7936122.3175,-0
23.7793122.3247,-0
23.7626122.2048,-0
23.7625122.211,-0
23.7468122.3055,-0
23.7515122.3214,-0
23.7467122.2893,-0
23.7225122.263,-0
23.7631122.3199,-0
23.7158122.2986,-0
23.744122.3137,-0
23.747122.3054,-0
23.7202122.2501,-0
23.7595122.2762,-0
23.7599122.2749,-0
23.7832122.2227,-0
23.5318122.4017,-0
23.5751122.4736,-0
23.547122.3248,-0
23.5023122.3859,-0
23.5006122.3412,-0
23.5052122.3523,-0
23.5735122.3351,-0
23.5811122.309,-0
23.6199684143066122.477256774902,-14.0970
23.6235122.3358,-0
23.6385122.3658,-0
23.7804122.3293,-0
23.7251122.2486,-0
23.7429122.3301,-0
23.7596122.3165,-0
23.7555122.2899,-0
23.7515122.2905,-0
23.7498122.27,-0
23.7514122.2913,-0
23.7654122.3112,-0
23.7118122.3746,-0
23.7635122.3609,-0
23.7407122.3267,-0
23.7353122.2859,-0
23.737122.3065,-0
23.73122.3259,-0
23.7418122.3504,-0
23.7837122.2557,-0
23.7773122.3023,-0
23.7402122.2436,-0
23.749122.2213,-0
23.7546122.2286,-0
23.7946122.2642,-0
23.7629122.225,-0
23.7891122.291,-0
23.7764122.2461,-0
23.7493122.2185,-0
23.7851581573486122.306587219238,-19.6470
23.7848122.3732,-0
23.766122.2686,-0
23.7449122.1713,-0
23.7479122.175,-0
23.7261122.2727,-0
23.7796192169189122.382713317871,-32.6710
23.7618122.2269,-0
23.7357122.2374,-0
23.7724122.2676,-0
23.7514122.249,-0
23.781122.2631,-0
23.4829122.3038,-0
23.4893122.3194,-0
23.7777122.3768,-0
23.7494122.3346,-0
23.7558122.3247,-0
23.7577122.3189,-0
23.7172122.2976,-0
23.7439122.3379,-0
23.7429122.3573,-0
23.7926122.4123,-0
23.805122.2861,-0
23.8797122.2963,-0
23.8109122.2198,-0
23.7344122.2127,-0
23.7299122.2067,-0
23.1103122.3081,-0
23.1108122.2476,-0
23.0344122.3188,-0
23.0502122.2715,-0
23.0469122.3145,-0
23.0381122.3339,-0
23.1087122.3454,-0
23.1249122.2669,-0
23.1318122.2469,-0
23.7645122.269,-0
23.7658122.2649,-0
23.7393122.2206,-0
23.7344122.2086,-0
23.7888278961182122.421936035156,-7.08550
23.7318122.2417,-0
23.7626122.2863,-0
23.7119122.2356,-0
23.7407122.2912,-0
23.7432122.2845,-0
23.7529122.272,-0
23.7766246795654122.363182067871,-14.5780
23.7373122.2757,-0
23.7737122.3139,-0
23.7416122.2891,-0
23.7435122.2716,-0
23.8153122.3887,-0
23.8017122.2705,-0
23.8474122.2257,-0
23.7923122.2223,-0
23.7956122.2245,-0
23.7722122.2649,-0
23.7245122.3159,-0
23.772122.2114,-0
23.8217122.2942,-0
23.7964122.2696,-0
23.726122.3723,-0
23.7401122.3399,-0
23.7929122.3281,-0
23.8028122.2918,-0
23.7898122.187,-0
23.817122.3002,-0
23.8365122.2654,-0
23.7968122.4242,-0
23.6881122.3754,-0
23.7863122.3851,-0
23.7909122.3854,-0
23.727122.4204,-0
23.7681122.3309,-0
23.7128122.2218,-0
23.8412570953369122.381141662598,-10.5820
23.7296122.2617,-0
23.7568122.2397,-0
23.7588122.2396,-0
23.7138122.3218,-0
23.7612122.2352,-0
23.7513122.2278,-0
23.7565122.2442,-0
23.7411122.278,-0
23.7164122.308,-0
23.7109122.2996,-0
23.7885122.3722,-0
23.7611122.2817,-0
23.7792122.3031,-0
23.7866122.3142,-0
23.7891122.3052,-0
23.7965122.1579,-0
23.7422122.3322,-0
23.736122.2583,-0
23.7358122.3133,-0
23.813232421875122.386291503906,6.7710
23.8472122.2397,-0
23.8432122.252,-0
23.8281122.3999,-0
23.8277122.2293,-0
23.8409122.2722,-0
23.8175122.2504,-0
23.8057122.2512,-0
23.8039122.27,-0
23.7798122.321,-0
23.7656122.2772,-0
23.8143122.2775,-0
23.8192122.2584,-0
23.7319122.224,-0
23.7503122.2297,-0
23.7486122.273,-0
23.7143122.241,-0
23.72122.2279,-0
23.7185122.2315,-0
23.7152122.246,-0
23.7573122.2792,-0
23.7345122.2344,-0
23.7416122.3188,-0
23.745122.309,-0
23.7769122.2388,-0
23.7485122.2476,-0
23.7348122.2106,-0
23.5087122.4699,-0
23.4515122.2895,-0
23.4534122.2944,-0
23.4601122.2816,-0
23.4779122.2804,-0
23.5122.2422,-0
23.4859122.2465,-0
23.477122.248,-0
23.8019122.3831,-0
23.8063122.3648,-0
23.8441122.4394,-0
23.803122.3803,-0
23.8188122.3648,-0
23.7751122.29,-0
23.8096122.3264,-0
23.8482122.2952,-0
23.7469122.3086,-0
23.7664122.2017,-0
23.793212890625122.435707092285,6.16050
23.744122.3255,-0
23.825122.3763,-0
23.825122.3763,-0
23.7802122.3269,-0
23.7837122.315,-0
23.7795122.2867,-0
23.7383122.2634,-0
23.7579122.2727,-0
23.8077220916748122.418426513672,-6.75250
23.7453122.2522,-0
23.7516122.2282,-0
23.7711122.2854,-0
23.7707122.295,-0
23.7808122.4271,-0
23.7854122.459,-0
23.7667122.4292,-0
23.692122.3389,-0
23.6565122.2981,-0
23.6528122.3093,-0
23.7104122.4609,-0
23.7106122.3653,-0
23.7216122.3421,-0
23.7169122.3436,-0
23.6799122.3426,-0
23.6995122.3971,-0
23.6741122.3178,-0
23.6928122.3744,-0
23.6258122.3815,-0
23.6032122.347,-0
23.6065122.3535,-0
23.6021122.36,-0
23.7191122.3859,-0
23.6994122.3467,-0
23.7025122.354,-0
23.7216122.3643,-0
23.7466122.3966,-0
23.7666122.3743,-0
23.788122.4019,-0
23.8155122.4312,-0
23.7409122.3718,-0
23.7878122.4625,-0
23.7574122.4343,-0
23.7574122.4343,-0
23.746122.428,-0
23.7476122.4574,-0
23.7432122.4601,-0
23.7699122.5055,-0
23.7638122.4925,-0
23.7628122.4546,-0
23.7631122.4704,-0
23.7657122.4746,-0
23.6825122.2954,-0
23.7839122.4477,-0
23.7852122.4497,-0
23.7919122.4857,-0
23.6416122.3766,-0
23.673122.4382,-0
23.6357122.3718,-0
23.8198122.4245,-0
23.852122.4718,-0
23.767122.3661,-0
23.8045122.4456,-0
23.7667122.2885,-0
23.7708122.276,-0
23.7694358825684122.41535949707,-57.5720
23.7432122.2602,-0
23.7476122.2545,-0
23.8076122.3388,-0
23.7473122.2544,-0
23.7356122.2617,-0
23.745122.2815,-0
23.7498122.2662,-0
23.7799122.2759,-0
23.7715122.3381,-0
23.7687122.2814,-0
23.7415122.2699,-0
23.7336122.2748,-0
23.7855122.3466,-0
23.7502122.3258,-0
23.74122.2175,-0
23.7796122.2586,-0
23.8075122.2501,-0
23.8088122.2385,-0
23.8193122.2402,-0
23.8326122.2678,-0
23.8227122.2965,-0
23.826122.2827,-0
23.7635122.3513,-0
23.7897122.3456,-0
23.7204122.3473,-0
23.7556122.41,-0
23.7496122.362,-0
23.7178122.3509,-0
23.7521122.3592,-0
23.7589122.2011,-0
23.7839122.2157,-0
23.7768122.2227,-0
23.8248122.2903,-0
23.7611122.2481,-0
23.8057122.2241,-0
23.8555122.2786,-0
23.7951122.2023,-0
23.8257122.2259,-0
23.8433122.2504,-0
23.8053122.1678,-0
23.8245122.2622,-0
23.8538122.2804,-0
23.713122.4731,-0
23.7996122.3851,-0
23.8442122.4499,-0
23.7915122.3481,-0
23.7799122.3659,-0
23.8051122.3424,-0
23.7505122.3109,-0
23.4567122.3173,-0
23.4571122.3183,-0
23.4785122.3004,-0
23.5626122.6261,-0
23.5014122.489,-0
23.6202122.7167,-0
23.5151122.4439,-0
23.5036122.4365,-0
23.6195122.7149,-0
23.4847122.368,-0
23.49122.3755,-0
23.4946122.384,-0
23.4846122.3583,-0
23.4965122.3708,-0
23.5063122.4164,-0
23.8323122.1563,-0
23.7577122.2856,-0
23.8106250762939122.408515930176,-5.56850
23.7911122.2737,-0
23.8639122.2555,-0
23.7764122.3578,-0
23.7908122.3723,-0
23.7388122.2765,-0
23.7678337097168122.458366394043,-28.87850
23.7731122.3329,-0
23.786122.1775,-0
23.8069122.2943,-0
23.8224122.3886,-0
23.8519122.197,-0
23.8244122.1771,-0
23.8484122.2401,-0
23.8361122.2479,-0
23.8437122.2105,-0
23.8324122.2645,-0
23.7868122.3571,-0
23.8507122.2956,-0
23.8498122.2827,-0
23.8125122.3775,-0
23.7854122.3306,-0
23.8012122.3463,-0
23.4786122.3561,-0
23.4819122.3384,-0
23.8155059814453122.444229125977,-61.8270
23.7709122.2514,-0
23.7872122.2533,-0
23.7731122.2447,-0
23.7943122.277,-0
23.8294122.3274,-0
23.7997122.3045,-0
23.8566122.335,-0
23.7471122.1955,-0
23.7350234985352122.582008361816,9.00950
23.7935122.2768,-0
23.7683122.2366,-0
23.7612122.233,-0
23.7957122.2677,-0
23.8239122.2791,-0
23.7678122.2756,-0
23.778122.2623,-0
23.7957122.3414,-0
23.7829122.3329,-0
23.8049122.2337,-0
23.7552122.3485,-0
23.7939122.4582,-0
23.8556122.228,-0
23.8617122.2386,-0
23.8058122.3627,-0
23.7407122.3845,-0
23.8183122.2609,-0
23.8067122.2855,-0
23.808122.1816,-0
23.7969122.1986,-0
23.803122.2058,-0
23.7688122.2758,-0
23.8244122.1793,-0
23.8101122.2007,-0
23.8066122.3838,-0
23.7363122.3419,-0
23.8291122.2995,-0
23.7694122.3192,-0
23.7582122.3527,-0
23.6307122.4933,-0
23.742122.5969,-0
23.4866218566895122.489631652832,-52.29950
23.4375122.2858,-0
23.485122.4041,-0
23.4646122.3462,-0
23.4677122.3515,-0
23.7941493988037122.447570800781,-35.8530
23.7747122.2583,-0
23.7658122.2448,-0
23.7669122.2539,-0
23.7823122.2594,-0
23.7568122.3508,-0
23.7887122.1933,-0
23.8502122.1969,-0
23.8357122.2614,-0
23.8717122.3184,-0
23.865122.3549,-0
23.8247122.405,-0
23.8776122.2361,-0
23.5418033599854122.476600646973,-7.1040
23.7976122.2765,-0
23.7914122.2837,-0
23.7931122.278,-0
23.8048122.2853,-0
23.804122.2883,-0
23.8120384216309122.486740112305,-24.29050
23.7666122.2466,-0
23.7642122.2352,-0
23.7538122.2411,-0
23.7871122.2464,-0
23.7922122.258,-0
23.7821122.282,-0
23.7801122.2677,-0
23.7788122.2719,-0
23.7973122.2844,-0
23.8084122.3689,-0
23.7993122.2844,-0
23.8702122.2464,-0
23.7254122.6988,-0
23.8457122.2512,-0
23.8637122.3164,-0
23.7883122.3719,-0
23.7809122.3724,-0
23.8206122.3295,-0
23.7902122.3563,-0
23.8507122.3797,-0
23.8507122.3797,-0
23.9673122.7055,-0
23.9472122.7153,-0
23.8252122.1847,-0
23.8067122.1847,-0
23.8403122.2549,-0
23.8641471862793122.443008422852,9.74950
23.4748122.4006,-0
23.5951122.2861,-0
23.5951122.2861,-0
23.5349122.4137,-0
23.5465122.5776,-0
23.5216122.613,-0
23.5305122.6564,-0
23.5078122.5603,-0
23.4996122.5633,-0
23.5117122.6042,-0
23.5588122.5069,-0
23.4995122.5805,-0
23.5005122.5673,-0
23.5122122.6177,-0
23.4903122.5717,-0
23.5037122.6218,-0
23.4936122.6137,-0
23.4963122.5882,-0
23.5082122.6726,-0
23.4411122.4576,-0
23.4316122.4169,-0
23.4196122.4341,-0
23.556122.6594,-0
23.5205122.5586,-0
23.4592122.4543,-0
23.4576122.4568,-0
23.4364122.4028,-0
23.4261122.4174,-0
23.4443122.4604,-0
23.4527122.5234,-0
23.4665122.4684,-0
23.4541122.4382,-0
23.4882122.5031,-0
23.4933122.5489,-0
23.5041122.6366,-0
23.5091122.5977,-0
23.4603122.5489,-0
23.4599122.5563,-0
23.494122.5593,-0
23.4493122.4038,-0
23.797122.2032,-0
23.8039122.176,-0
23.8242122.2734,-0
23.7985122.28,-0
23.7633122.2514,-0
23.7672122.2761,-0
23.7562122.2954,-0
23.7461122.3183,-0
23.7646122.339,-0
23.8047122.3748,-0
23.7945122.3712,-0
23.8522122.2312,-0
23.8377122.2663,-0
23.8776122.2802,-0
23.8814122.2565,-0
23.8338122.2946,-0
23.8278122.3114,-0
23.8207122.3007,-0
23.8263122.305,-0
23.8869122.2812,-0
23.8189122.1983,-0
23.7965122.3156,-0
23.8165122.2846,-0
23.8353122.2877,-0
23.8363122.2771,-0
23.8007122.3809,-0
23.8677122.3492,-0
23.8677122.3492,-0
23.8273122.4254,-0
23.764122.3399,-0
23.769122.3236,-0
23.7876122.3566,-0
23.8336122.2282,-0
23.8739122.2163,-0
